source_file,source_type,offset_ms,score,pred_0_50
E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0200.wav,REAL,0,0.9921875,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0217.wav,REAL,0,0.953125,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_041.wav,REAL,0,0.95703125,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_043.wav,REAL,0,0.73046875,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_044.wav,REAL,0,0.91796875,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_048.wav,REAL,0,0.953125,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_062.wav,REAL,0,0.953125,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_080.wav,REAL,0,0.97265625,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_094.wav,REAL,0,0.953125,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_008.wav,REAL,0,0.82421875,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_010.wav,REAL,0,0.53515625,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0117.wav,REAL,0,0.99609375,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0119.wav,REAL,0,0.98828125,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0133.wav,REAL,0,0.96875,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0152.wav,REAL,0,0.9921875,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0153.wav,REAL,0,0.9921875,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0157.wav,REAL,0,0.9921875,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0165.wav,REAL,0,0.98828125,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0169.wav,REAL,0,0.9921875,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0172.wav,REAL,0,0.9921875,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0173.wav,REAL,0,0.9765625,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0185.wav,REAL,0,0.9921875,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0193.wav,REAL,0,0.99609375,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0210.wav,REAL,0,0.99609375,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0217.wav,REAL,0,0.99609375,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0227.wav,REAL,0,0.99609375,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_026.wav,REAL,0,0.953125,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_038.wav,REAL,0,0.97265625,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_047.wav,REAL,0,0.98046875,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_060.wav,REAL,0,0.95703125,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_071.wav,REAL,0,0.98046875,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_075.wav,REAL,0,0.92578125,1
E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_089.wav,REAL,0,0.9765625,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_116.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_116.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_116.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_116.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_116.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_13.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_13.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_13.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_13.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_13.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_22.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_22.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_22.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_22.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_22.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_26.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_26.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_26.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_26.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_26.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_28.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_28.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_28.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_28.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_28.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_38.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_38.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_38.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_38.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_43.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_43.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_43.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_43.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_43.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_48.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_48.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_48.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_48.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_48.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_65.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_65.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_65.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_65.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_65.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_67.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_67.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_67.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_67.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_67.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_87.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_87.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_87.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_87.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_87.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_27.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_27.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_27.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_27.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_27.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_28.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_28.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_28.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_28.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_28.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_5.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_5.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_5.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_5.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_fast_5.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_104.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_104.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_104.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_104.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_104.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_111.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_111.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_111.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_111.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_111.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_113.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_113.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_113.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_113.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_113.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_18.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_18.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_18.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_18.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_18.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_34.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_34.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_34.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_34.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_34.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_41.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_41.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_41.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_41.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_46.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_46.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_46.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_46.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_46.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_58.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_58.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_58.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_58.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_58.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_7.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_7.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_7.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_7.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_7.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_8.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_8.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_8.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_8.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_8.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_slow_38.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_slow_38.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_slow_38.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_slow_38.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_slow_38.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_slow_39.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_slow_39.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_slow_39.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_slow_39.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_slow_39.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_111.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_111.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_111.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_111.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_111.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_111.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_119.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_119.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_119.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_119.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_119.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_27.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_27.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_27.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_27.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_27.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_38.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_38.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_38.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_38.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_55.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_55.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_55.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_55.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_55.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_69.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_69.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_69.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_69.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_69.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_69.wav,TTS,500,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_70.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_70.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_70.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_70.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_70.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_94.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_94.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_94.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_94.wav,TTS,300,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_94.wav,TTS,400,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_fast_14.wav,TTS,0,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_fast_14.wav,TTS,100,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_fast_14.wav,TTS,200,0.99609375,1
E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_fast_14.wav,TTS,300,0.99609375,1
