file,keyword,voice,speed,source
hfc_male/53.wav,Ira,unknown,unknown,synthetic
hfc_female/24.wav,Ira,unknown,unknown,synthetic
ryan/15.wav,Ira,unknown,unknown,synthetic
hfc_female/67.wav,Ira,unknown,unknown,synthetic
lessac/43.wav,Ira,unknown,unknown,synthetic
hfc_female/62.wav,Ira,unknown,unknown,synthetic
ryan/117.wav,Ira,unknown,unknown,synthetic
hfc_male/20.wav,Ira,unknown,unknown,synthetic
ryan/slow/19.wav,Ira,ryan,slow,synthetic
ryan/90.wav,Ira,unknown,unknown,synthetic
ryan/56.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/98.wav,Ira,hfc_female,normal,synthetic
hfc_male/normal/32.wav,Ira,hfc_male,normal,synthetic
amy/16.wav,Ira,unknown,unknown,synthetic
amy/102.wav,Ira,unknown,unknown,synthetic
ryan/slow/23.wav,Ira,ryan,slow,synthetic
lessac/slow/26.wav,Ira,lessac,slow,synthetic
hfc_male/normal/8.wav,Ira,hfc_male,normal,synthetic
hfc_female/normal/109.wav,Ira,hfc_female,normal,synthetic
hfc_female/normal/102.wav,Ira,hfc_female,normal,synthetic
ryan/normal/42.wav,Ira,ryan,normal,synthetic
ryan/normal/40.wav,Ira,ryan,normal,synthetic
hfc_female/normal/53.wav,Ira,hfc_female,normal,synthetic
hfc_male/fast/20.wav,Ira,hfc_male,fast,synthetic
amy/fast/23.wav,Ira,amy,fast,synthetic
hfc_female/normal/75.wav,Ira,hfc_female,normal,synthetic
hfc_female/slow/34.wav,Ira,hfc_female,slow,synthetic
hfc_female/51.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/64.wav,Ira,hfc_female,normal,synthetic
ryan/normal/73.wav,Ira,ryan,normal,synthetic
hfc_male/22.wav,Ira,unknown,unknown,synthetic
amy/39.wav,Ira,unknown,unknown,synthetic
lessac/slow/1.wav,Ira,lessac,slow,synthetic
lessac/12.wav,Ira,unknown,unknown,synthetic
ryan/normal/66.wav,Ira,ryan,normal,synthetic
lessac/41.wav,Ira,unknown,unknown,synthetic
lessac/45.wav,Ira,unknown,unknown,synthetic
amy/slow/16.wav,Ira,amy,slow,synthetic
amy/21.wav,Ira,unknown,unknown,synthetic
lessac/19.wav,Ira,unknown,unknown,synthetic
lessac/normal/48.wav,Ira,lessac,normal,synthetic
amy/fast/13.wav,Ira,amy,fast,synthetic
amy/slow/18.wav,Ira,amy,slow,synthetic
hfc_female/43.wav,Ira,unknown,unknown,synthetic
ryan/77.wav,Ira,unknown,unknown,synthetic
lessac/normal/39.wav,Ira,lessac,normal,synthetic
lessac/fast/32.wav,Ira,lessac,fast,synthetic
ryan/normal/55.wav,Ira,ryan,normal,synthetic
hfc_male/54.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/57.wav,Ira,hfc_female,normal,synthetic
hfc_female/slow/9.wav,Ira,hfc_female,slow,synthetic
hfc_female/28.wav,Ira,unknown,unknown,synthetic
amy/80.wav,Ira,unknown,unknown,synthetic
hfc_male/normal/41.wav,Ira,hfc_male,normal,synthetic
hfc_male/59.wav,Ira,unknown,unknown,synthetic
ryan/normal/69.wav,Ira,ryan,normal,synthetic
hfc_male/42.wav,Ira,unknown,unknown,synthetic
hfc_male/fast/29.wav,Ira,hfc_male,fast,synthetic
ryan/normal/75.wav,Ira,ryan,normal,synthetic
pilot100/50.wav,Ira,unknown,unknown,synthetic
ryan/normal/114.wav,Ira,ryan,normal,synthetic
ryan/normal/113.wav,Ira,ryan,normal,synthetic
hfc_female/58.wav,Ira,unknown,unknown,synthetic
amy/normal/21.wav,Ira,amy,normal,synthetic
hfc_male/72.wav,Ira,unknown,unknown,synthetic
hfc_female/64.wav,Ira,unknown,unknown,synthetic
hfc_male/normal/33.wav,Ira,hfc_male,normal,synthetic
pilot100/33.wav,Ira,unknown,unknown,synthetic
ryan/87.wav,Ira,unknown,unknown,synthetic
pilot100/17.wav,Ira,unknown,unknown,synthetic
lessac/normal/29.wav,Ira,lessac,normal,synthetic
ryan/normal/80.wav,Ira,ryan,normal,synthetic
amy/normal/39.wav,Ira,amy,normal,synthetic
amy/normal/109.wav,Ira,amy,normal,synthetic
lessac/71.wav,Ira,unknown,unknown,synthetic
hfc_male/normal/38.wav,Ira,hfc_male,normal,synthetic
ryan/normal/108.wav,Ira,ryan,normal,synthetic
amy/52.wav,Ira,unknown,unknown,synthetic
ryan/fast/34.wav,Ira,ryan,fast,synthetic
ryan/97.wav,Ira,unknown,unknown,synthetic
lessac/normal/76.wav,Ira,lessac,normal,synthetic
lessac/fast/22.wav,Ira,lessac,fast,synthetic
hfc_male/13.wav,Ira,unknown,unknown,synthetic
hfc_male/normal/106.wav,Ira,hfc_male,normal,synthetic
hfc_female/21.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/39.wav,Ira,hfc_female,normal,synthetic
lessac/normal/118.wav,Ira,lessac,normal,synthetic
ryan/normal/84.wav,Ira,ryan,normal,synthetic
ryan/normal/0.wav,Ira,ryan,normal,synthetic
amy/15.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/33.wav,Ira,hfc_female,normal,synthetic
ryan/fast/18.wav,Ira,ryan,fast,synthetic
ryan/normal/44.wav,Ira,ryan,normal,synthetic
hfc_female/fast/8.wav,Ira,hfc_female,fast,synthetic
lessac/slow/8.wav,Ira,lessac,slow,synthetic
hfc_male/normal/47.wav,Ira,hfc_male,normal,synthetic
ryan/59.wav,Ira,unknown,unknown,synthetic
ryan/slow/6.wav,Ira,ryan,slow,synthetic
hfc_male/normal/42.wav,Ira,hfc_male,normal,synthetic
hfc_male/normal/10.wav,Ira,hfc_male,normal,synthetic
hfc_male/60.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/31.wav,Ira,hfc_female,normal,synthetic
lessac/normal/72.wav,Ira,lessac,normal,synthetic
ryan/normal/47.wav,Ira,ryan,normal,synthetic
hfc_male/112.wav,Ira,unknown,unknown,synthetic
ryan/10.wav,Ira,unknown,unknown,synthetic
lessac/normal/40.wav,Ira,lessac,normal,synthetic
ryan/normal/117.wav,Ira,ryan,normal,synthetic
lessac/16.wav,Ira,unknown,unknown,synthetic
pilot100/25.wav,Ira,unknown,unknown,synthetic
ryan/slow/24.wav,Ira,ryan,slow,synthetic
pilot100/47.wav,Ira,unknown,unknown,synthetic
lessac/79.wav,Ira,unknown,unknown,synthetic
ryan/normal/115.wav,Ira,ryan,normal,synthetic
ryan/normal/82.wav,Ira,ryan,normal,synthetic
ryan/28.wav,Ira,unknown,unknown,synthetic
ryan/slow/28.wav,Ira,ryan,slow,synthetic
hfc_female/83.wav,Ira,unknown,unknown,synthetic
amy/normal/33.wav,Ira,amy,normal,synthetic
lessac/48.wav,Ira,unknown,unknown,synthetic
lessac/29.wav,Ira,unknown,unknown,synthetic
lessac/fast/23.wav,Ira,lessac,fast,synthetic
hfc_male/normal/64.wav,Ira,hfc_male,normal,synthetic
hfc_male/normal/67.wav,Ira,hfc_male,normal,synthetic
lessac/slow/3.wav,Ira,lessac,slow,synthetic
ryan/96.wav,Ira,unknown,unknown,synthetic
ryan/slow/34.wav,Ira,ryan,slow,synthetic
ryan/normal/5.wav,Ira,ryan,normal,synthetic
ryan/normal/39.wav,Ira,ryan,normal,synthetic
lessac/111.wav,Ira,unknown,unknown,synthetic
ryan/normal/71.wav,Ira,ryan,normal,synthetic
amy/9.wav,Ira,unknown,unknown,synthetic
lessac/slow/25.wav,Ira,lessac,slow,synthetic
amy/12.wav,Ira,unknown,unknown,synthetic
ryan/normal/38.wav,Ira,ryan,normal,synthetic
lessac/fast/39.wav,Ira,lessac,fast,synthetic
ryan/12.wav,Ira,unknown,unknown,synthetic
amy/normal/75.wav,Ira,amy,normal,synthetic
amy/normal/37.wav,Ira,amy,normal,synthetic
amy/69.wav,Ira,unknown,unknown,synthetic
hfc_male/fast/17.wav,Ira,hfc_male,fast,synthetic
lessac/17.wav,Ira,unknown,unknown,synthetic
hfc_male/normal/76.wav,Ira,hfc_male,normal,synthetic
lessac/104.wav,Ira,unknown,unknown,synthetic
lessac/50.wav,Ira,unknown,unknown,synthetic
ryan/1.wav,Ira,unknown,unknown,synthetic
pilot100/53.wav,Ira,unknown,unknown,synthetic
hfc_male/19.wav,Ira,unknown,unknown,synthetic
amy/normal/103.wav,Ira,amy,normal,synthetic
hfc_female/32.wav,Ira,unknown,unknown,synthetic
amy/normal/87.wav,Ira,amy,normal,synthetic
pilot100/60.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/24.wav,Ira,hfc_female,normal,synthetic
lessac/normal/89.wav,Ira,lessac,normal,synthetic
hfc_male/normal/118.wav,Ira,hfc_male,normal,synthetic
ryan/slow/16.wav,Ira,ryan,slow,synthetic
amy/normal/84.wav,Ira,amy,normal,synthetic
hfc_male/normal/94.wav,Ira,hfc_male,normal,synthetic
ryan/25.wav,Ira,unknown,unknown,synthetic
ryan/57.wav,Ira,unknown,unknown,synthetic
ryan/normal/60.wav,Ira,ryan,normal,synthetic
ryan/slow/10.wav,Ira,ryan,slow,synthetic
lessac/slow/16.wav,Ira,lessac,slow,synthetic
hfc_male/94.wav,Ira,unknown,unknown,synthetic
ryan/slow/33.wav,Ira,ryan,slow,synthetic
hfc_male/113.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/29.wav,Ira,hfc_female,normal,synthetic
hfc_female/slow/32.wav,Ira,hfc_female,slow,synthetic
amy/fast/9.wav,Ira,amy,fast,synthetic
hfc_female/94.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/94.wav,Ira,hfc_female,normal,synthetic
pilot100/32.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/87.wav,Ira,hfc_female,normal,synthetic
hfc_male/normal/69.wav,Ira,hfc_male,normal,synthetic
lessac/slow/0.wav,Ira,lessac,slow,synthetic
hfc_male/normal/116.wav,Ira,hfc_male,normal,synthetic
test/6.wav,Ira,unknown,unknown,synthetic
amy/114.wav,Ira,unknown,unknown,synthetic
amy/normal/86.wav,Ira,amy,normal,synthetic
hfc_male/normal/109.wav,Ira,hfc_male,normal,synthetic
amy/normal/118.wav,Ira,amy,normal,synthetic
hfc_male/slow/11.wav,Ira,hfc_male,slow,synthetic
pilot100/57.wav,Ira,unknown,unknown,synthetic
lessac/slow/4.wav,Ira,lessac,slow,synthetic
amy/normal/31.wav,Ira,amy,normal,synthetic
hfc_female/slow/33.wav,Ira,hfc_female,slow,synthetic
lessac/slow/30.wav,Ira,lessac,slow,synthetic
hfc_male/normal/70.wav,Ira,hfc_male,normal,synthetic
hfc_male/36.wav,Ira,unknown,unknown,synthetic
hfc_female/26.wav,Ira,unknown,unknown,synthetic
amy/118.wav,Ira,unknown,unknown,synthetic
hfc_female/30.wav,Ira,unknown,unknown,synthetic
lessac/fast/10.wav,Ira,lessac,fast,synthetic
hfc_male/fast/21.wav,Ira,hfc_male,fast,synthetic
hfc_female/39.wav,Ira,unknown,unknown,synthetic
lessac/39.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/49.wav,Ira,hfc_female,normal,synthetic
lessac/slow/36.wav,Ira,lessac,slow,synthetic
amy/normal/66.wav,Ira,amy,normal,synthetic
lessac/slow/13.wav,Ira,lessac,slow,synthetic
hfc_female/63.wav,Ira,unknown,unknown,synthetic
amy/normal/9.wav,Ira,amy,normal,synthetic
amy/normal/40.wav,Ira,amy,normal,synthetic
hfc_male/28.wav,Ira,unknown,unknown,synthetic
ryan/68.wav,Ira,unknown,unknown,synthetic
hfc_female/5.wav,Ira,unknown,unknown,synthetic
ryan/33.wav,Ira,unknown,unknown,synthetic
amy/105.wav,Ira,unknown,unknown,synthetic
lessac/fast/21.wav,Ira,lessac,fast,synthetic
hfc_female/fast/7.wav,Ira,hfc_female,fast,synthetic
hfc_female/0.wav,Ira,unknown,unknown,synthetic
hfc_female/6.wav,Ira,unknown,unknown,synthetic
hfc_male/108.wav,Ira,unknown,unknown,synthetic
ryan/slow/20.wav,Ira,ryan,slow,synthetic
lessac/normal/75.wav,Ira,lessac,normal,synthetic
hfc_female/77.wav,Ira,unknown,unknown,synthetic
hfc_female/fast/29.wav,Ira,hfc_female,fast,synthetic
hfc_male/46.wav,Ira,unknown,unknown,synthetic
hfc_male/fast/4.wav,Ira,hfc_male,fast,synthetic
amy/58.wav,Ira,unknown,unknown,synthetic
hfc_female/34.wav,Ira,unknown,unknown,synthetic
ryan/slow/27.wav,Ira,ryan,slow,synthetic
lessac/95.wav,Ira,unknown,unknown,synthetic
amy/normal/105.wav,Ira,amy,normal,synthetic
hfc_female/37.wav,Ira,unknown,unknown,synthetic
lessac/25.wav,Ira,unknown,unknown,synthetic
ryan/98.wav,Ira,unknown,unknown,synthetic
lessac/fast/4.wav,Ira,lessac,fast,synthetic
hfc_male/normal/22.wav,Ira,hfc_male,normal,synthetic
amy/22.wav,Ira,unknown,unknown,synthetic
hfc_male/normal/104.wav,Ira,hfc_male,normal,synthetic
hfc_female/fast/3.wav,Ira,hfc_female,fast,synthetic
ryan/55.wav,Ira,unknown,unknown,synthetic
ryan/76.wav,Ira,unknown,unknown,synthetic
lessac/normal/64.wav,Ira,lessac,normal,synthetic
ryan/52.wav,Ira,unknown,unknown,synthetic
lessac/normal/58.wav,Ira,lessac,normal,synthetic
hfc_female/normal/91.wav,Ira,hfc_female,normal,synthetic
ryan/95.wav,Ira,unknown,unknown,synthetic
hfc_male/normal/91.wav,Ira,hfc_male,normal,synthetic
hfc_female/119.wav,Ira,unknown,unknown,synthetic
amy/47.wav,Ira,unknown,unknown,synthetic
lessac/slow/7.wav,Ira,lessac,slow,synthetic
ryan/normal/91.wav,Ira,ryan,normal,synthetic
hfc_female/normal/22.wav,Ira,hfc_female,normal,synthetic
amy/19.wav,Ira,unknown,unknown,synthetic
hfc_female/fast/4.wav,Ira,hfc_female,fast,synthetic
ryan/normal/96.wav,Ira,ryan,normal,synthetic
test/1.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/51.wav,Ira,hfc_female,normal,synthetic
ryan/normal/64.wav,Ira,ryan,normal,synthetic
hfc_female/normal/3.wav,Ira,hfc_female,normal,synthetic
lessac/3.wav,Ira,unknown,unknown,synthetic
amy/normal/51.wav,Ira,amy,normal,synthetic
amy/91.wav,Ira,unknown,unknown,synthetic
hfc_female/118.wav,Ira,unknown,unknown,synthetic
pilot100/31.wav,Ira,unknown,unknown,synthetic
lessac/normal/51.wav,Ira,lessac,normal,synthetic
hfc_male/1.wav,Ira,unknown,unknown,synthetic
amy/slow/5.wav,Ira,amy,slow,synthetic
hfc_male/43.wav,Ira,unknown,unknown,synthetic
lessac/normal/119.wav,Ira,lessac,normal,synthetic
hfc_female/111.wav,Ira,unknown,unknown,synthetic
hfc_male/normal/7.wav,Ira,hfc_male,normal,synthetic
lessac/normal/94.wav,Ira,lessac,normal,synthetic
hfc_female/normal/108.wav,Ira,hfc_female,normal,synthetic
amy/normal/4.wav,Ira,amy,normal,synthetic
hfc_male/normal/105.wav,Ira,hfc_male,normal,synthetic
hfc_male/normal/27.wav,Ira,hfc_male,normal,synthetic
ryan/36.wav,Ira,unknown,unknown,synthetic
hfc_male/slow/22.wav,Ira,hfc_male,slow,synthetic
amy/53.wav,Ira,unknown,unknown,synthetic
lessac/normal/18.wav,Ira,lessac,normal,synthetic
ryan/45.wav,Ira,unknown,unknown,synthetic
lessac/96.wav,Ira,unknown,unknown,synthetic
lessac/102.wav,Ira,unknown,unknown,synthetic
amy/normal/74.wav,Ira,amy,normal,synthetic
hfc_male/normal/68.wav,Ira,hfc_male,normal,synthetic
lessac/slow/37.wav,Ira,lessac,slow,synthetic
ryan/normal/10.wav,Ira,ryan,normal,synthetic
hfc_male/95.wav,Ira,unknown,unknown,synthetic
lessac/84.wav,Ira,unknown,unknown,synthetic
ryan/slow/1.wav,Ira,ryan,slow,synthetic
hfc_female/normal/34.wav,Ira,hfc_female,normal,synthetic
ryan/99.wav,Ira,unknown,unknown,synthetic
ryan/64.wav,Ira,unknown,unknown,synthetic
lessac/slow/20.wav,Ira,lessac,slow,synthetic
lessac/normal/90.wav,Ira,lessac,normal,synthetic
amy/2.wav,Ira,unknown,unknown,synthetic
pilot100/58.wav,Ira,unknown,unknown,synthetic
amy/93.wav,Ira,unknown,unknown,synthetic
hfc_male/fast/14.wav,Ira,hfc_male,fast,synthetic
lessac/65.wav,Ira,unknown,unknown,synthetic
ryan/19.wav,Ira,unknown,unknown,synthetic
hfc_male/slow/36.wav,Ira,hfc_male,slow,synthetic
lessac/normal/19.wav,Ira,lessac,normal,synthetic
amy/normal/64.wav,Ira,amy,normal,synthetic
pilot100/93.wav,Ira,unknown,unknown,synthetic
pilot100/16.wav,Ira,unknown,unknown,synthetic
hfc_male/102.wav,Ira,unknown,unknown,synthetic
amy/normal/18.wav,Ira,amy,normal,synthetic
hfc_female/normal/20.wav,Ira,hfc_female,normal,synthetic
pilot100/70.wav,Ira,unknown,unknown,synthetic
hfc_male/normal/11.wav,Ira,hfc_male,normal,synthetic
hfc_female/slow/4.wav,Ira,hfc_female,slow,synthetic
pilot100/8.wav,Ira,unknown,unknown,synthetic
hfc_male/normal/90.wav,Ira,hfc_male,normal,synthetic
ryan/slow/9.wav,Ira,ryan,slow,synthetic
hfc_female/normal/62.wav,Ira,hfc_female,normal,synthetic
lessac/52.wav,Ira,unknown,unknown,synthetic
hfc_male/slow/14.wav,Ira,hfc_male,slow,synthetic
ryan/normal/41.wav,Ira,ryan,normal,synthetic
ryan/fast/27.wav,Ira,ryan,fast,synthetic
hfc_female/normal/81.wav,Ira,hfc_female,normal,synthetic
hfc_female/normal/76.wav,Ira,hfc_female,normal,synthetic
hfc_female/slow/38.wav,Ira,hfc_female,slow,synthetic
hfc_male/slow/0.wav,Ira,hfc_male,slow,synthetic
ryan/109.wav,Ira,unknown,unknown,synthetic
hfc_female/13.wav,Ira,unknown,unknown,synthetic
lessac/116.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/114.wav,Ira,hfc_female,normal,synthetic
amy/95.wav,Ira,unknown,unknown,synthetic
ryan/slow/12.wav,Ira,ryan,slow,synthetic
hfc_male/75.wav,Ira,unknown,unknown,synthetic
amy/25.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/77.wav,Ira,hfc_female,normal,synthetic
amy/43.wav,Ira,unknown,unknown,synthetic
pilot100/49.wav,Ira,unknown,unknown,synthetic
lessac/34.wav,Ira,unknown,unknown,synthetic
hfc_male/105.wav,Ira,unknown,unknown,synthetic
lessac/normal/42.wav,Ira,lessac,normal,synthetic
lessac/slow/33.wav,Ira,lessac,slow,synthetic
amy/67.wav,Ira,unknown,unknown,synthetic
ryan/normal/85.wav,Ira,ryan,normal,synthetic
ryan/normal/8.wav,Ira,ryan,normal,synthetic
hfc_male/normal/102.wav,Ira,hfc_male,normal,synthetic
amy/normal/15.wav,Ira,amy,normal,synthetic
hfc_male/slow/24.wav,Ira,hfc_male,slow,synthetic
hfc_female/65.wav,Ira,unknown,unknown,synthetic
lessac/82.wav,Ira,unknown,unknown,synthetic
ryan/normal/26.wav,Ira,ryan,normal,synthetic
amy/71.wav,Ira,unknown,unknown,synthetic
hfc_male/99.wav,Ira,unknown,unknown,synthetic
hfc_female/47.wav,Ira,unknown,unknown,synthetic
lessac/28.wav,Ira,unknown,unknown,synthetic
lessac/72.wav,Ira,unknown,unknown,synthetic
hfc_male/normal/82.wav,Ira,hfc_male,normal,synthetic
amy/51.wav,Ira,unknown,unknown,synthetic
hfc_female/4.wav,Ira,unknown,unknown,synthetic
lessac/normal/25.wav,Ira,lessac,normal,synthetic
amy/slow/23.wav,Ira,amy,slow,synthetic
lessac/slow/39.wav,Ira,lessac,slow,synthetic
amy/normal/5.wav,Ira,amy,normal,synthetic
lessac/normal/54.wav,Ira,lessac,normal,synthetic
hfc_female/normal/58.wav,Ira,hfc_female,normal,synthetic
amy/116.wav,Ira,unknown,unknown,synthetic
hfc_male/40.wav,Ira,unknown,unknown,synthetic
lessac/67.wav,Ira,unknown,unknown,synthetic
amy/35.wav,Ira,unknown,unknown,synthetic
hfc_female/1.wav,Ira,unknown,unknown,synthetic
ryan/normal/56.wav,Ira,ryan,normal,synthetic
ryan/normal/63.wav,Ira,ryan,normal,synthetic
hfc_female/normal/96.wav,Ira,hfc_female,normal,synthetic
lessac/87.wav,Ira,unknown,unknown,synthetic
ryan/normal/53.wav,Ira,ryan,normal,synthetic
lessac/108.wav,Ira,unknown,unknown,synthetic
lessac/normal/2.wav,Ira,lessac,normal,synthetic
lessac/normal/21.wav,Ira,lessac,normal,synthetic
hfc_female/normal/103.wav,Ira,hfc_female,normal,synthetic
pilot100/97.wav,Ira,unknown,unknown,synthetic
amy/79.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/74.wav,Ira,hfc_female,normal,synthetic
amy/92.wav,Ira,unknown,unknown,synthetic
hfc_male/slow/28.wav,Ira,hfc_male,slow,synthetic
hfc_male/116.wav,Ira,unknown,unknown,synthetic
hfc_female/normal/89.wav,Ira,hfc_female,normal,synthetic
hfc_male/slow/30.wav,Ira,hfc_male,slow,synthetic
hfc_female/71.wav,Ira,unknown,unknown,synthetic
hfc_female/60.wav,Ira,unknown,unknown,synthetic
lessac/33.wav,Ira,unknown,unknown,synthetic
lessac/slow/17.wav,Ira,lessac,slow,synthetic
ryan/normal/105.wav,Ira,ryan,normal,synthetic
lessac/55.wav,Ira,unknown,unknown,synthetic
amy/slow/36.wav,Ira,amy,slow,synthetic
amy/13.wav,Ira,unknown,unknown,synthetic
hfc_female/46.wav,Ira,unknown,unknown,synthetic
lessac/normal/112.wav,Ira,lessac,normal,synthetic
hfc_female/19.wav,Ira,unknown,unknown,synthetic
ryan/fast/4.wav,Ira,ryan,fast,synthetic
lessac/24.wav,Ira,unknown,unknown,synthetic
pilot100/72.wav,Ira,unknown,unknown,synthetic
lessac/54.wav,Ira,unknown,unknown,synthetic
hfc_male/69.wav,Ira,unknown,unknown,synthetic
ryan/normal/43.wav,Ira,ryan,normal,synthetic
hfc_female/normal/97.wav,Ira,hfc_female,normal,synthetic
ryan/normal/86.wav,Ira,ryan,normal,synthetic
hfc_female/slow/24.wav,Ira,hfc_female,slow,synthetic
hfc_female/25.wav,Ira,unknown,unknown,synthetic
amy/fast/37.wav,Ira,amy,fast,synthetic
ryan/normal/21.wav,Ira,ryan,normal,synthetic
hfc_male/normal/119.wav,Ira,hfc_male,normal,synthetic
ryan/normal/25.wav,Ira,ryan,normal,synthetic
hfc_male/normal/96.wav,Ira,hfc_male,normal,synthetic
hfc_male/slow/39.wav,Ira,hfc_male,slow,synthetic
hfc_male/fast/33.wav,Ira,hfc_male,fast,synthetic
ryan/fast/33.wav,Ira,ryan,fast,synthetic
pilot100/45.wav,Ira,unknown,unknown,synthetic
hfc_male/normal/26.wav,Ira,hfc_male,normal,synthetic
lessac/slow/12.wav,Ira,lessac,slow,synthetic
lessac/slow/35.wav,Ira,lessac,slow,synthetic
ryan/normal/34.wav,Ira,ryan,normal,synthetic
amy/normal/57.wav,Ira,amy,normal,synthetic
amy/fast/16.wav,Ira,amy,fast,synthetic
ryan/fast/7.wav,Ira,ryan,fast,synthetic
hfc_male/normal/84.wav,Ira,hfc_male,normal,synthetic
ryan/slow/2.wav,Ira,ryan,slow,synthetic
amy/fast/39.wav,Ira,amy,fast,synthetic
hfc_male/21.wav,Ira,unknown,unknown,synthetic
amy/normal/112.wav,Ira,amy,normal,synthetic
ryan/fast/11.wav,Ira,ryan,fast,synthetic
ryan/normal/32.wav,Ira,ryan,normal,synthetic
hfc_male/normal/110.wav,Ira,hfc_male,normal,synthetic
lessac/60.wav,Ira,unknown,unknown,synthetic
