stream_id,source_positive_file,insertion_timestamp_sec,condition
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\779.wav,234.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\424.wav,238.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\372.wav,243.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_38.wav,247.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_55.wav,252.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\80.wav,256.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1554.wav,261.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1845.wav,265.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\339.wav,270.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\895.wav,274.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1867.wav,279.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1954.wav,283.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\234.wav,288.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1104.wav,292.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_111.wav,297.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\847.wav,301.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_28.wav,306.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_30.wav,310.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\592.wav,315.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\615.wav,319.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\171.wav,324.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\675.wav,328.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\306.wav,333.000,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_049.wav,337.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_55.wav,342.000,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,346.500,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0217.wav,351.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\243.wav,355.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,360.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1103.wav,364.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\494.wav,369.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1457.wav,373.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\514.wav,378.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\365.wav,382.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_43.wav,387.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1498.wav,391.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1034.wav,396.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1814.wav,400.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\741.wav,405.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1860.wav,409.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_60.wav,414.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\554.wav,418.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1766.wav,423.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\494.wav,427.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\444.wav,432.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\541.wav,436.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1357.wav,441.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_30.wav,445.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1285.wav,450.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\249.wav,454.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1277.wav,459.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1576.wav,463.500,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0190.wav,468.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\972.wav,472.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\199.wav,477.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_74.wav,481.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_fast_4.wav,486.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_118.wav,490.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1226.wav,495.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1708.wav,499.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\437.wav,504.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\127.wav,508.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1142.wav,513.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1530.wav,517.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\56.wav,522.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\73.wav,526.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1501.wav,531.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\621.wav,535.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\141.wav,540.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_9.wav,544.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\570.wav,549.000,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0137.wav,553.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\471.wav,558.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\856.wav,562.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\74.wav,567.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1046.wav,571.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1678.wav,576.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\314.wav,580.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_normal_44.wav,585.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1632.wav,589.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_113.wav,594.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\521.wav,598.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\230.wav,603.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\84.wav,607.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\955.wav,612.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1890.wav,616.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\380.wav,621.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1754.wav,625.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\2.wav,630.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\426.wav,634.500,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_060.wav,639.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\322.wav,643.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\374.wav,648.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\398.wav,652.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\278.wav,657.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\966.wav,661.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\432.wav,666.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\882.wav,670.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\767.wav,675.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\653.wav,679.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1144.wav,684.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\173.wav,688.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1844.wav,693.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\850.wav,697.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\284.wav,702.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1298.wav,706.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1324.wav,711.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\926.wav,715.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\251.wav,720.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,724.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1486.wav,729.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\681.wav,733.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1955.wav,738.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\381.wav,742.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_slow_37.wav,747.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\58.wav,751.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\453.wav,756.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\324.wav,760.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\320.wav,765.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1427.wav,769.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1785.wav,774.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\839.wav,778.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\896.wav,783.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_7.wav,787.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1741.wav,792.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_41.wav,796.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\889.wav,801.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\806.wav,805.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\766.wav,810.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\375.wav,814.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\57.wav,819.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1204.wav,823.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\623.wav,828.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1354.wav,832.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\564.wav,837.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\633.wav,841.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_55.wav,846.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_34.wav,850.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\650.wav,855.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\914.wav,859.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\815.wav,864.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1013.wav,868.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\151.wav,873.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1570.wav,877.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_114.wav,882.000,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0117.wav,886.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\231.wav,891.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\573.wav,895.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1192.wav,900.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\934.wav,904.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1653.wav,909.000,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0133.wav,913.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1558.wav,918.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\402.wav,922.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1596.wav,927.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_29.wav,931.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_45.wav,936.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\505.wav,940.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\626.wav,945.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_48.wav,949.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\74.wav,954.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_67.wav,958.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1891.wav,963.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\978.wav,967.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1099.wav,972.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_normal_32.wav,976.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1814.wav,981.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\85.wav,985.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\792.wav,990.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\814.wav,994.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1365.wav,999.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\37.wav,1003.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\867.wav,1008.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1629.wav,1012.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\852.wav,1017.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_57.wav,1021.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1412.wav,1026.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_109.wav,1030.500,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_015.wav,1035.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1161.wav,1039.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_71.wav,1044.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\476.wav,1048.500,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0217.wav,1053.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1881.wav,1057.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\456.wav,1062.000,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,1066.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\74.wav,1071.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\94.wav,1075.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\720.wav,1080.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1843.wav,1084.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_38.wav,1089.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\732.wav,1093.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\406.wav,1098.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1444.wav,1102.500,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_065.wav,1107.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1853.wav,1111.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\134.wav,1116.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\880.wav,1120.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\223.wav,1125.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1869.wav,1129.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_69.wav,1134.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_17.wav,1138.500,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0128.wav,1143.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\579.wav,1147.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1474.wav,1152.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_116.wav,1156.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1521.wav,1161.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1560.wav,1165.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\28.wav,1170.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\957.wav,1174.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1297.wav,1179.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_normal_47.wav,1183.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\610.wav,1188.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\367.wav,1192.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1532.wav,1197.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\61.wav,1201.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\637.wav,1206.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1328.wav,1210.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_slow_22.wav,1215.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\891.wav,1219.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1683.wav,1224.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1940.wav,1228.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\857.wav,1233.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_76.wav,1237.500,clean
clean,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0190.wav,1242.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1752.wav,1246.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\262.wav,1251.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_test_3.wav,1255.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_104.wav,1260.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1839.wav,1264.500,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_19.wav,1269.000,clean
clean,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1523.wav,1273.500,clean
