event_id,source_file,condition,max_score,detection_timestamp,latency_ms
22,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\498.wav,clean,0.78125,99.0,0
23,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\209.wav,clean,0.10546875,103.5,0
24,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1039.wav,clean,0.97265625,108.0,0
25,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_60.wav,clean,0.89453125,112.5,0
26,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_80.wav,clean,0.09375,117.0,0
27,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0172.wav,clean,0.9921875,121.5,0
28,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\188.wav,clean,0.13671875,126.0,0
29,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_066.wav,clean,0.953125,130.5,0
30,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1118.wav,clean,0.9453125,135.0,0
31,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\87.wav,clean,0.0625,139.5,0
32,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\204.wav,clean,0.46484375,144.0,0
33,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1518.wav,clean,0.92578125,148.5,0
34,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\885.wav,clean,0.2421875,153.0,0
35,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0188.wav,clean,0.99609375,157.5,0
36,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1050.wav,clean,0.7578125,162.0,0
37,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\309.wav,clean,0.78125,166.5,0
38,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\153.wav,clean,0.92578125,171.0,0
39,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1006.wav,clean,0.01953125,175.5,0
40,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1100.wav,clean,0.53515625,180.0,0
41,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1738.wav,clean,0.98046875,184.5,0
42,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1505.wav,clean,0.12109375,189.0,0
43,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1435.wav,clean,0.0625,193.5,0
44,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\579.wav,clean,0.84375,198.0,0
45,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1289.wav,clean,0.046875,202.5,0
46,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1382.wav,clean,0.33203125,207.0,0
47,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\62.wav,clean,0.97265625,211.5,0
48,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\226.wav,clean,0.15625,216.0,0
49,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_038.wav,clean,0.9765625,220.5,0
50,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0157.wav,clean,0.9921875,225.0,0
51,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\276.wav,clean,0.0390625,229.5,0
52,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\779.wav,clean,0.953125,234.0,0
53,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\424.wav,clean,0.12109375,238.5,0
54,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\372.wav,clean,0.01171875,243.0,0
55,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_38.wav,clean,0.98046875,247.5,0
56,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_55.wav,clean,0.0234375,252.0,0
57,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\80.wav,clean,0.2421875,256.5,0
58,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1554.wav,clean,0.98046875,261.0,0
59,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1845.wav,clean,0.0078125,265.5,0
60,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\339.wav,clean,0.2421875,270.0,0
61,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\895.wav,clean,0.9609375,274.5,0
62,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1867.wav,clean,0.01953125,279.0,0
63,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1954.wav,clean,0.30078125,283.5,0
64,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\234.wav,clean,0.66796875,288.0,0
65,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1104.wav,clean,0.17578125,292.5,0
66,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_111.wav,clean,0.9609375,297.0,0
67,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\847.wav,clean,0.015625,301.5,0
68,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_28.wav,clean,0.0,306.0,0
69,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_30.wav,clean,0.96875,310.5,0
70,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\592.wav,clean,0.21875,315.0,0
71,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\615.wav,clean,0.01171875,319.5,0
72,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\171.wav,clean,0.96875,324.0,0
73,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\675.wav,clean,0.00390625,328.5,0
74,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\306.wav,clean,0.12109375,333.0,0
75,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_049.wav,clean,0.9609375,337.5,0
76,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_55.wav,clean,0.00390625,342.0,0
77,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0112.wav,clean,0.99609375,346.5,0
78,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0217.wav,clean,0.9921875,351.0,0
79,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\243.wav,clean,0.0546875,355.5,0
80,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_55.wav,clean,0.9609375,360.0,0
81,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1103.wav,clean,0.0,364.5,0
82,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\494.wav,clean,0.1953125,369.0,0
83,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1457.wav,clean,0.96875,373.5,0
84,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\514.wav,clean,0.046875,378.0,0
85,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\365.wav,clean,0.12109375,382.5,0
86,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_43.wav,clean,0.953125,387.0,0
87,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1498.wav,clean,0.01171875,391.5,0
88,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1034.wav,clean,0.07421875,396.0,0
89,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1814.wav,clean,0.97265625,400.5,0
90,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\741.wav,clean,0.15625,405.0,0
91,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1860.wav,clean,0.33203125,409.5,0
92,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_60.wav,clean,0.82421875,414.0,0
93,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\554.wav,clean,0.03125,418.5,0
94,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1766.wav,clean,0.96875,423.0,0
95,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\494.wav,clean,0.08203125,427.5,0
96,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\444.wav,clean,0.09375,432.0,0
97,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\541.wav,clean,0.96875,436.5,0
98,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1357.wav,clean,0.0546875,441.0,0
99,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_30.wav,clean,0.00390625,445.5,0
100,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1285.wav,clean,0.92578125,450.0,0
101,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\249.wav,clean,0.09375,454.5,0
102,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1277.wav,clean,0.36328125,459.0,0
103,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1576.wav,clean,0.97265625,463.5,0
104,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0190.wav,clean,0.9921875,468.0,0
105,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\972.wav,clean,0.04296875,472.5,0
106,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\199.wav,clean,0.5703125,477.0,0
107,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_74.wav,clean,0.00390625,481.5,0
108,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_fast_4.wav,clean,0.91796875,486.0,0
109,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_118.wav,clean,0.0078125,490.5,0
110,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1226.wav,clean,0.01953125,495.0,0
111,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1708.wav,clean,0.97265625,499.5,0
112,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\437.wav,clean,0.015625,504.0,0
113,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\127.wav,clean,0.01953125,508.5,0
114,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1142.wav,clean,0.953125,513.0,0
115,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1530.wav,clean,0.0234375,517.5,0
116,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\56.wav,clean,0.07421875,522.0,0
117,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\73.wav,clean,0.98046875,526.5,0
118,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1501.wav,clean,0.5,531.0,0
119,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\621.wav,clean,0.53515625,535.5,0
120,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\141.wav,clean,0.60546875,540.0,0
121,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_9.wav,clean,0.00390625,544.5,0
122,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\570.wav,clean,0.98046875,549.0,0
123,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0137.wav,clean,0.98828125,553.5,0
124,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\471.wav,clean,0.0625,558.0,0
125,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\856.wav,clean,0.9609375,562.5,0
126,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\74.wav,clean,0.0625,567.0,0
127,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1046.wav,clean,0.03125,571.5,0
128,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1678.wav,clean,0.953125,576.0,0
129,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\314.wav,clean,0.015625,580.5,0
130,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_normal_44.wav,clean,0.2421875,585.0,0
131,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1632.wav,clean,0.98046875,589.5,0
132,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_113.wav,clean,0.0078125,594.0,0
133,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\521.wav,clean,0.33203125,598.5,0
134,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\230.wav,clean,0.07421875,603.0,0
135,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\84.wav,clean,0.00390625,607.5,0
136,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\955.wav,clean,0.96875,612.0,0
137,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1890.wav,clean,0.04296875,616.5,0
138,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\380.wav,clean,0.07421875,621.0,0
139,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1754.wav,clean,0.97265625,625.5,0
140,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\2.wav,clean,0.00390625,630.0,0
141,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\426.wav,clean,0.09375,634.5,0
142,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_060.wav,clean,0.97265625,639.0,0
143,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\322.wav,clean,0.1953125,643.5,0
144,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\374.wav,clean,0.91796875,648.0,0
145,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\398.wav,clean,0.9765625,652.5,0
146,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\278.wav,clean,0.0625,657.0,0
147,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\966.wav,clean,0.0390625,661.5,0
148,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\432.wav,clean,0.69921875,666.0,0
149,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\882.wav,clean,0.10546875,670.5,0
150,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\767.wav,clean,0.98046875,675.0,0
151,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\653.wav,clean,0.33203125,679.5,0
152,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1144.wav,clean,0.0,684.0,0
153,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\173.wav,clean,0.953125,688.5,0
154,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1844.wav,clean,0.15625,693.0,0
155,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\850.wav,clean,0.09375,697.5,0
156,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\284.wav,clean,0.953125,702.0,0
157,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1298.wav,clean,0.13671875,706.5,0
158,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1324.wav,clean,0.87890625,711.0,0
159,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\926.wav,clean,0.9765625,715.5,0
160,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\251.wav,clean,0.0625,720.0,0
161,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_pilot100_58.wav,clean,0.00390625,724.5,0
162,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1486.wav,clean,0.82421875,729.0,0
163,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\681.wav,clean,0.13671875,733.5,0
164,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1955.wav,clean,0.96875,738.0,0
165,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\381.wav,clean,0.15625,742.5,0
166,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_slow_37.wav,clean,0.01953125,747.0,0
167,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\58.wav,clean,0.9453125,751.5,0
168,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\453.wav,clean,0.4296875,756.0,0
169,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\324.wav,clean,0.0546875,760.5,0
170,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\320.wav,clean,0.46484375,765.0,0
171,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1427.wav,clean,0.01953125,769.5,0
172,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1785.wav,clean,0.30078125,774.0,0
173,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\839.wav,clean,0.98046875,778.5,0
174,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\896.wav,clean,0.33203125,783.0,0
175,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_7.wav,clean,0.02734375,787.5,0
176,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1741.wav,clean,0.66796875,792.0,0
177,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_41.wav,clean,0.02734375,796.5,0
178,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\889.wav,clean,0.984375,801.0,0
179,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\806.wav,clean,0.0,805.5,0
180,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\766.wav,clean,0.1953125,810.0,0
181,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\375.wav,clean,0.9765625,814.5,0
182,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\57.wav,clean,0.0078125,819.0,0
183,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1204.wav,clean,0.17578125,823.5,0
184,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\623.wav,clean,0.98046875,828.0,0
185,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1354.wav,clean,0.46484375,832.5,0
186,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\564.wav,clean,0.60546875,837.0,0
187,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\633.wav,clean,0.95703125,841.5,0
188,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_55.wav,clean,0.89453125,846.0,0
189,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_normal_34.wav,clean,0.5,850.5,0
190,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\650.wav,clean,0.2421875,855.0,0
191,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\914.wav,clean,0.03125,859.5,0
192,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\815.wav,clean,0.9609375,864.0,0
193,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1013.wav,clean,0.01953125,868.5,0
194,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\151.wav,clean,0.046875,873.0,0
195,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1570.wav,clean,0.98046875,877.5,0
196,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_normal_114.wav,clean,0.0,882.0,0
197,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_0117.wav,clean,0.99609375,886.5,0
198,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\231.wav,clean,0.95703125,891.0,0
199,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\573.wav,clean,0.08203125,895.5,0
200,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1192.wav,clean,0.12109375,900.0,0
201,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\934.wav,clean,0.97265625,904.5,0
202,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1653.wav,clean,0.0078125,909.0,0
203,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0133.wav,clean,0.98046875,913.5,0
204,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1558.wav,clean,0.82421875,918.0,0
205,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\402.wav,clean,0.87890625,922.5,0
206,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1596.wav,clean,0.9765625,927.0,0
207,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_fast_29.wav,clean,0.0,931.5,0
208,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_45.wav,clean,0.046875,936.0,0
209,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\505.wav,clean,0.92578125,940.5,0
210,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\626.wav,clean,0.1953125,945.0,0
211,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_48.wav,clean,0.2421875,949.5,0
212,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\74.wav,clean,0.92578125,954.0,0
213,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_amy_67.wav,clean,0.0,958.5,0
214,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1891.wav,clean,0.12109375,963.0,0
215,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\978.wav,clean,0.98046875,967.5,0
216,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\1099.wav,clean,0.01171875,972.0,0
217,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_ryan_normal_32.wav,clean,0.7578125,976.5,0
218,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1814.wav,clean,0.8046875,981.0,0
219,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\85.wav,clean,0.17578125,985.5,0
220,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\792.wav,clean,0.73046875,990.0,0
221,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\814.wav,clean,0.01953125,994.5,0
222,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1365.wav,clean,0.89453125,999.0,0
223,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\37.wav,clean,0.98046875,1003.5,0
224,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\867.wav,clean,0.01171875,1008.0,0
225,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1629.wav,clean,0.09375,1012.5,0
226,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\852.wav,clean,0.8046875,1017.0,0
227,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_57.wav,clean,0.03125,1021.5,0
228,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1412.wav,clean,0.2421875,1026.0,0
229,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_male_normal_109.wav,clean,0.96875,1030.5,0
230,E:\SIH\ira-wakeword\real\positive\standardized\quiet_50cm\ira_015.wav,clean,0.9609375,1035.0,0
231,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1161.wav,clean,0.91796875,1039.5,0
232,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_hfc_female_normal_71.wav,clean,0.8046875,1044.0,0
233,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\476.wav,clean,0.39453125,1048.5,0
234,E:\SIH\ira-wakeword\real\positive\standardized\quiet_1m\ira_0217.wav,clean,0.99609375,1053.0,0
235,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1881.wav,clean,0.01953125,1057.5,0
236,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\456.wav,clean,0.26953125,1062.0,0
237,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_0129.wav,clean,0.984375,1066.5,0
238,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\74.wav,clean,0.0078125,1071.0,0
239,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\94.wav,clean,0.33203125,1075.5,0
240,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\720.wav,clean,0.9765625,1080.0,0
241,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\1843.wav,clean,0.03125,1084.5,0
242,E:\SIH\ira-wakeword\dataset\positive_all\synthetic\synthetic_lessac_slow_38.wav,clean,0.0078125,1089.0,0
243,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\732.wav,clean,0.9765625,1093.5,0
244,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\406.wav,clean,0.01953125,1098.0,0
245,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\1444.wav,clean,0.17578125,1102.5,0
246,E:\SIH\ira-wakeword\real\positive\standardized\quiet_20cm\ira_065.wav,clean,0.9609375,1107.0,0
247,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_B\1853.wav,clean,0.02734375,1111.5,0
248,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_D\134.wav,clean,0.97265625,1116.0,0
249,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_A\880.wav,clean,0.12109375,1120.5,0
250,E:\SIH\ira-wakeword\dataset\positive_all\piper_batch_C\223.wav,clean,0.12109375,1125.0,0
