path,speaker_id,V2_score
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0032_neg_000.wav,118,0.005702
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0034_neg_002.wav,118,0.102715
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0034_neg_006.wav,118,0.531000
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0034_neg_008.wav,118,0.559099
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0034_neg_009.wav,118,0.504265
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0037_neg_000.wav,118,0.942390
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0037_neg_005.wav,118,0.214311
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0037_neg_007.wav,118,0.616839
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0038_neg_001.wav,118,0.024344
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0038_neg_005.wav,118,0.205856
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0038_neg_013.wav,118,0.228746
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0039_neg_006.wav,118,0.547116
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0039_neg_011.wav,118,0.179930
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0041_neg_000.wav,118,0.435817
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0041_neg_003.wav,118,0.007726
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0043_neg_001.wav,118,0.850624
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0043_neg_002.wav,118,0.304843
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0043_neg_003.wav,118,0.579313
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0044_neg_005.wav,118,0.406446
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0045_neg_005.wav,118,0.117605
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0047_neg_005.wav,118,0.123982
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0047_neg_007.wav,118,0.754339
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0048_neg_001.wav,118,0.573389
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0048_neg_002.wav,118,0.880798
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0049_neg_003.wav,118,0.061346
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0049_neg_011.wav,118,0.030906
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0051_neg_012.wav,118,0.172476
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0051_neg_014.wav,118,0.233506
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0052_neg_006.wav,118,0.396887
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0053_neg_008.wav,118,0.701508
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0053_neg_010.wav,118,0.036033
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0054_neg_001.wav,118,0.260647
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0055_neg_000.wav,118,0.131964
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0055_neg_005.wav,118,0.249599
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0055_neg_008.wav,118,0.078514
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0055_neg_010.wav,118,0.318824
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0055_neg_012.wav,118,0.460264
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0057_neg_002.wav,118,0.017128
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0058_neg_005.wav,118,0.043537
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0058_neg_007.wav,118,0.850312
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0059_neg_001.wav,118,0.646845
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0059_neg_009.wav,118,0.355784
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0060_neg_000.wav,118,0.001924
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0062_neg_000.wav,118,0.217427
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0062_neg_003.wav,118,0.150270
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0062_neg_007.wav,118,0.024722
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0064_neg_004.wav,118,0.073727
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0064_neg_009.wav,118,0.085512
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0066_neg_004.wav,118,0.034978
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0067_neg_002.wav,118,0.458401
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0068_neg_002.wav,118,0.592739
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0068_neg_003.wav,118,0.749343
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0068_neg_006.wav,118,0.735752
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0069_neg_000.wav,118,0.788296
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0070_neg_007.wav,118,0.923728
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0070_neg_011.wav,118,0.094403
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0070_neg_014.wav,118,0.022235
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0074_neg_004.wav,118,0.603932
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0074_neg_007.wav,118,0.663347
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0075_neg_008.wav,118,0.143185
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0075_neg_014.wav,118,0.077129
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0077_neg_000.wav,118,0.259817
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0077_neg_009.wav,118,0.054026
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0078_neg_007.wav,118,0.151405
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0078_neg_009.wav,118,0.072282
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0078_neg_011.wav,118,0.027537
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0079_neg_000.wav,118,0.908738
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0079_neg_004.wav,118,0.235780
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0079_neg_006.wav,118,0.223725
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0080_neg_003.wav,118,0.028856
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0080_neg_005.wav,118,0.770928
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0080_neg_008.wav,118,0.034024
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0080_neg_009.wav,118,0.851598
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0081_neg_004.wav,118,0.340955
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0081_neg_011.wav,118,0.021017
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0082_neg_001.wav,118,0.159247
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0082_neg_002.wav,118,0.049637
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0082_neg_004.wav,118,0.062604
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0083_neg_003.wav,118,0.437287
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0083_neg_004.wav,118,0.348205
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0083_neg_009.wav,118,0.047792
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0083_neg_010.wav,118,0.115133
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0085_neg_002.wav,118,0.548276
E:\SIH\ira-wakeword\dataset\negative\speech\118_118-47824-0086_neg_003.wav,118,0.014798
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0000_neg_000.wav,163,0.171818
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0001_neg_013.wav,163,0.165980
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0002_neg_006.wav,163,0.398709
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0003_neg_013.wav,163,0.196227
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0004_neg_000.wav,163,0.157100
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0005_neg_008.wav,163,0.133394
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0005_neg_010.wav,163,0.482903
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0009_neg_004.wav,163,0.936159
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0009_neg_007.wav,163,0.051916
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0009_neg_011.wav,163,0.301130
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0010_neg_005.wav,163,0.084190
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0013_neg_011.wav,163,0.409479
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0014_neg_002.wav,163,0.418538
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0016_neg_004.wav,163,0.951290
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0016_neg_006.wav,163,0.371136
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0016_neg_008.wav,163,0.206237
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0016_neg_009.wav,163,0.975307
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0017_neg_010.wav,163,0.024214
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0018_neg_000.wav,163,0.970997
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0018_neg_002.wav,163,0.000273
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0019_neg_002.wav,163,0.007806
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0019_neg_005.wav,163,0.017438
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0019_neg_007.wav,163,0.076395
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0020_neg_000.wav,163,0.485705
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0020_neg_001.wav,163,0.483141
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0020_neg_003.wav,163,0.000384
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0020_neg_009.wav,163,0.621106
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0020_neg_011.wav,163,0.037639
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0020_neg_013.wav,163,0.024004
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0021_neg_005.wav,163,0.354072
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0021_neg_008.wav,163,0.916482
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0022_neg_001.wav,163,0.985414
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0023_neg_000.wav,163,0.683273
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0024_neg_003.wav,163,0.001738
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0025_neg_008.wav,163,0.710936
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0026_neg_012.wav,163,0.957816
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0026_neg_013.wav,163,0.025741
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0027_neg_000.wav,163,0.043156
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0027_neg_011.wav,163,0.690642
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0028_neg_004.wav,163,0.122183
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0028_neg_005.wav,163,0.400523
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0028_neg_007.wav,163,0.000237
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0028_neg_008.wav,163,0.178737
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0030_neg_010.wav,163,0.416882
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0031_neg_002.wav,163,0.000102
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0031_neg_004.wav,163,0.226249
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0031_neg_005.wav,163,0.265981
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0031_neg_012.wav,163,0.129073
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0032_neg_008.wav,163,0.407576
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0034_neg_000.wav,163,0.990998
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0034_neg_012.wav,163,0.691947
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0035_neg_004.wav,163,0.599556
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0036_neg_004.wav,163,0.508584
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0037_neg_007.wav,163,0.124418
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0037_neg_011.wav,163,0.442295
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0037_neg_013.wav,163,0.134142
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0038_neg_012.wav,163,0.057426
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0039_neg_005.wav,163,0.128249
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0040_neg_002.wav,163,0.016056
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0040_neg_010.wav,163,0.397811
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0042_neg_004.wav,163,0.119340
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0043_neg_002.wav,163,0.403489
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0043_neg_004.wav,163,0.315831
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0044_neg_011.wav,163,0.803989
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0046_neg_001.wav,163,0.820821
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0048_neg_001.wav,163,0.035884
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0049_neg_002.wav,163,0.011659
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0049_neg_006.wav,163,0.260954
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0050_neg_005.wav,163,0.102443
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0051_neg_014.wav,163,0.416937
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0052_neg_004.wav,163,0.179402
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0053_neg_010.wav,163,0.555982
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0054_neg_007.wav,163,0.075112
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0054_neg_011.wav,163,0.671303
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0054_neg_013.wav,163,0.000124
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0055_neg_002.wav,163,0.000218
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0055_neg_003.wav,163,0.229624
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0055_neg_007.wav,163,0.218311
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0056_neg_000.wav,163,0.221477
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0056_neg_006.wav,163,0.116904
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0056_neg_012.wav,163,0.000247
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0057_neg_003.wav,163,0.010145
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0057_neg_006.wav,163,0.059707
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0058_neg_001.wav,163,0.912130
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0059_neg_008.wav,163,0.411805
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0061_neg_004.wav,163,0.124199
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0061_neg_011.wav,163,0.807270
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0062_neg_003.wav,163,0.018991
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0062_neg_007.wav,163,0.974045
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0063_neg_003.wav,163,0.429287
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0063_neg_006.wav,163,0.530073
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0063_neg_008.wav,163,0.785631
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0065_neg_000.wav,163,0.041288
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0066_neg_007.wav,163,0.339066
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0066_neg_008.wav,163,0.350402
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0067_neg_013.wav,163,0.755363
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0068_neg_002.wav,163,0.118521
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0068_neg_005.wav,163,0.083999
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0068_neg_006.wav,163,0.230726
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0068_neg_011.wav,163,0.084088
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0069_neg_006.wav,163,0.812829
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0069_neg_008.wav,163,0.291621
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0070_neg_007.wav,163,0.669175
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0071_neg_004.wav,163,0.069612
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0071_neg_010.wav,163,0.116024
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0071_neg_013.wav,163,0.240758
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0072_neg_011.wav,163,0.293369
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0074_neg_004.wav,163,0.901232
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0074_neg_008.wav,163,0.828578
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0074_neg_010.wav,163,0.966491
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0075_neg_010.wav,163,0.500332
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0076_neg_005.wav,163,0.938272
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0076_neg_007.wav,163,0.932253
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0077_neg_001.wav,163,0.083134
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0077_neg_005.wav,163,0.847281
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0080_neg_005.wav,163,0.106026
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0080_neg_010.wav,163,0.417200
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0081_neg_005.wav,163,0.127923
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0082_neg_003.wav,163,0.141169
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0084_neg_000.wav,163,0.118714
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0084_neg_001.wav,163,0.026654
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0085_neg_007.wav,163,0.028939
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0085_neg_008.wav,163,0.313688
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0085_neg_011.wav,163,0.597758
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0086_neg_000.wav,163,0.250375
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0086_neg_008.wav,163,0.000445
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0088_neg_002.wav,163,0.781404
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0088_neg_006.wav,163,0.000030
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0090_neg_007.wav,163,0.348665
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0090_neg_008.wav,163,0.086536
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0090_neg_011.wav,163,0.032112
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0091_neg_000.wav,163,0.912933
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0091_neg_002.wav,163,0.824726
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0091_neg_005.wav,163,0.294159
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0092_neg_005.wav,163,0.024042
E:\SIH\ira-wakeword\dataset\negative\speech\163_163-122947-0092_neg_008.wav,163,0.017953
