filename,full_path,original_name,session,duration_s,max_q_out_10ms,max_score_10ms,t_max_score_10ms,max_q_out_100ms,max_score_100ms,rms,peak,clipped_samples,clipped_pct,silence_before_s,silence_after_s,active_dur_s,active_rms,crest_factor,LABEL_correct_ira,LABEL_pronunciation_variation,LABEL_unclear_mumbled,LABEL_corrupted_clipped,LABEL_wrong_word,LABEL_multiple_words_speech,LABEL_other,REVIEWER_NOTES
ira_0365.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0365.wav,WhatsApp Ptt 2026-09-06 at 11.36.35 PM.wav,S09,0.9335,-66,0.2421875,0,-66,0.2421875,0.114918701,0.9044189453,0,0,0.0328125,0.0005,0.9001875,0.1170255773,7.870076301,LABEL_correct_ira = 1,,,,,,,
ira_0693.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0693.wav,WhatsApp Audio 2026-09-07 at 12.53.29 AM (2).wav,S16,1.3335,-66,0.2421875,0.3,-66,0.2421875,0.04643596834,0.4629821777,0,0,0.3638125,0,0.9696875,0.05445444577,9.970335373,LABEL_correct_ira = 1,,,,,,,
ira_0240.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0240.wav,WhatsApp Ptt 2026-09-06 at 11.09.51 PM.wav,S07,1.1735,-77,0.19921875,0.01,-81,0.18359375,0.1905215554,0.9546813965,0,0,0.03,0.0005,1.143,0.1930464975,5.01088391,LABEL_correct_ira = 1,,,,,,,
ira_0748.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0748.wav,WhatsApp Audio 2026-09-07 at 12.53.46 AM.wav,S16,1.2735,-77,0.19921875,0.26,-84,0.171875,0.0716734553,0.4366760254,0,0,0.7859375,0.0046875,0.482875,0.1163961884,6.092576722,LABEL_correct_ira = 1,,,,,,,
ira_0196.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0196.wav,WhatsApp Audio 2026-09-06 at 11.07.41 PM (1).wav,S07,1.2735,-84,0.171875,0.24,-104,0.09375,0.08807235503,0.4600524902,0,0,0.450375,0.16675,0.656375,0.1226731512,5.223574299,LABEL_correct_ira = 1,,,,,,,
ira_0199.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0199.wav,WhatsApp Audio 2026-09-06 at 11.07.42 PM.wav,S07,1.4335,-84,0.171875,0.26,-90,0.1484375,0.0759212909,0.3490905762,0,0,0.484375,0.37975,0.569375,0.1204615629,4.598059017,LABEL_correct_ira = 1,,,,,,,
ira_0393.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0393.wav,WhatsApp Audio 2026-09-07 at 1.09.53 AM (1).wav,S17,1.2135,-84,0.171875,0.03,-119,0.03515625,0.08708433044,0.7763061523,0,0,0.4398125,0.058,0.7156875,0.113393731,8.914418339,LABEL_correct_ira = 1,,,,,,,
ira_0750.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0750.wav,WhatsApp Audio 2026-09-07 at 12.53.47 AM (2).wav,S16,0.9735,-84,0.171875,0,-84,0.171875,0.0551533939,0.6596679688,0,0,0.0408125,0.0008125,0.931875,0.05637164959,11.96060518,LABEL_correct_ira = 1,,,,,,,
ira_0753.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0753.wav,WhatsApp Audio 2026-09-07 at 12.53.48 AM (2).wav,S16,0.9535,-84,0.171875,0,-84,0.171875,0.1050742041,0.682800293,0,0,0.03525,6.25E-05,0.9181875,0.1070755049,6.498267571,LABEL_correct_ira = 1,,,,,,,
ira_0180.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0180.wav,WhatsApp Audio 2026-09-06 at 11.07.35 PM.wav,S07,1.5535,-87,0.16015625,0.52,-109,0.07421875,0.07699131122,0.4230957031,0,0,0.9301875,0.12575,0.4975625,0.1360380909,5.495369496,LABEL_correct_ira = 1,,,,,,,
ira_0642.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0642.wav,WhatsApp Audio 2026-09-07 at 12.48.59 AM.wav,S15,1.2335,-87,0.16015625,0.2335,-87,0.16015625,0.03554877725,0.2571411133,0,0,0.03,0.24025,0.96325,0.04022764449,7.233472799,,,LABEL_unclear_mumbled =1,,,,,
ira_0685.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0685.wav,WhatsApp Audio 2026-09-07 at 12.53.27 AM (1).wav,S16,1.2535,-87,0.16015625,0.2,-87,0.16015625,0.05714317464,0.445098877,0,0,0.5878125,0.2080625,0.457625,0.09457296801,7.789187069,LABEL_correct_ira = 1,,,,,,,
ira_0211.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0211.wav,WhatsApp Audio 2026-09-06 at 11.24.23 PM (1).wav,S08,1.5135,-90,0.1484375,0.49,-100,0.109375,0.1753179632,0.9773254395,0,0,0.0891875,0.493625,0.9306875,0.2235679317,5.574588145,LABEL_correct_ira = 1,,,,,,,
ira_0194.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0194.wav,WhatsApp Audio 2026-09-06 at 11.07.40 PM (2).wav,S07,1.3535,-93,0.13671875,0.25,-106,0.0859375,0.06632053185,0.4654846191,0,0,0.504375,0.22925,0.619875,0.09799628139,7.018710589,LABEL_correct_ira = 1,,,,,,,
ira_0198.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0198.wav,WhatsApp Audio 2026-09-06 at 11.07.41 PM.wav,S07,1.1535,-95,0.12890625,0.08,-95,0.12890625,0.07635625735,0.3855895996,0,0,0.398875,0.1898125,0.5648125,0.1091161812,5.049875583,LABEL_correct_ira = 1,,,,,,,
ira_0183.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0183.wav,WhatsApp Audio 2026-09-06 at 11.07.36 PM.wav,S07,1.0935,-98,0.1171875,0.09,-113,0.05859375,0.09693364037,0.4989624023,0,0,0.31625,0.27925,0.498,0.1436359333,5.147463775,LABEL_correct_ira = 1,,,,,,,
ira_0694.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0694.wav,WhatsApp Audio 2026-09-07 at 12.53.29 AM.wav,S16,1.1135,-98,0.1171875,0.06,-111,0.06640625,0.06177636982,0.4663391113,0,0,0.70275,0,0.41075,0.1017133007,7.548826723,LABEL_correct_ira = 1,,,,,,,
ira_0779.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0779.wav,WhatsApp Audio 2026-09-07 at 12.54.19 AM (2).wav,S16,0.9735,-100,0.109375,0,-100,0.109375,0.04332834497,0.235534668,0,0,0.0300625,0,0.9434375,0.04401325554,5.436041191,,,LABEL_unclear_mumbled =1,,,,,
ira_0395.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0395.wav,WhatsApp Audio 2026-09-07 at 1.09.53 AM.wav,S17,1.2935,-102,0.1015625,0.28,-109,0.07421875,0.1062230351,0.8891601563,0,0,0.507625,0.0505625,0.7353125,0.1408831834,8.370690551,LABEL_correct_ira = 1,,,,,,,
ira_0757.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0757.wav,WhatsApp Audio 2026-09-07 at 12.53.49 AM.wav,S16,0.9935,-112,0.0625,0,-112,0.0625,0.06692189893,0.4494628906,0,0,0.034875,0.000875,0.95775,0.06815941433,6.716230379,LABEL_correct_ira = 1,,,,,,,
ira_0197.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0197.wav,WhatsApp Audio 2026-09-06 at 11.07.41 PM (2).wav,S07,1.0935,-115,0.05078125,0.01,-116,0.046875,0.09225007368,0.4244384766,0,0,0.3310625,0.145625,0.6168125,0.1228258804,4.600955421,LABEL_correct_ira = 1,,,,,,,
ira_0682.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0682.wav,WhatsApp Audio 2026-09-07 at 12.53.25 AM.wav,S16,1.3335,-117,0.04296875,0.05,-120,0.03125,0.1500923754,1,4,0.01874765654,0.0305,0.0003125,1.3026875,0.1518570448,6.66256362,LABEL_correct_ira = 1,,,,,,,
ira_0692.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0692.wav,WhatsApp Audio 2026-09-07 at 12.53.29 AM (1).wav,S16,1.3735,-118,0.0390625,0.24,-120,0.03125,0.04523290203,0.457824707,0,0,0.322375,0,1.051125,0.05170606208,10.12149755,LABEL_correct_ira = 1,,,,,,,
ira_0209.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0209.wav,WhatsApp Audio 2026-09-06 at 11.24.22 PM (3).wav,S08,1.4335,-120,0.03125,0.03,-124,0.015625,0.05617763366,0.4739685059,0,0,0.2936875,0.0350625,1.10475,0.0639919374,8.436961028,LABEL_correct_ira = 1,,,,,,,
ira_0640.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0640.wav,WhatsApp Audio 2026-09-07 at 12.48.59 AM (1).wav,S15,1.2135,-120,0.03125,0,-120,0.03125,0.09384818568,0.6166687012,0,0,0.0513125,0,1.1621875,0.09589742306,6.570917666,LABEL_correct_ira = 1,,,,,,,
ira_0208.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0208.wav,WhatsApp Audio 2026-09-06 at 11.24.22 PM (2).wav,S08,1.6335,-121,0.02734375,0.63,-124,0.015625,0.04366570655,0.3822021484,0,0,0.185875,0.6871875,0.7604375,0.06399714877,8.75291341,LABEL_correct_ira = 1,,,,,,,
ira_0207.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0207.wav,WhatsApp Audio 2026-09-06 at 11.24.22 PM (1).wav,S08,1.6135,-122,0.0234375,0.6,-122,0.0234375,0.07692130006,0.5112915039,0,0,0.1869375,0.508625,0.9179375,0.1019818291,6.64694309,LABEL_correct_ira = 1,,,,,,,
ira_0213.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0213.wav,WhatsApp Audio 2026-09-06 at 11.24.23 PM.wav,S08,1.2335,-126,0.0078125,0.2335,-126,0.0078125,0.05371940152,0.2437744141,0,0,0.23575,0.0001875,0.9975625,0.05973478953,4.537921257,LABEL_correct_ira = 1,,,,,,,
