name,path,duration_s,window_offset_s,q_out,score,detected,diag_best_q,diag_best_score,diag_best_offset_s,diag_any_fire,diag_n_windows,audio_sha1
ira_0099.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0099.wav,1.4335,0.2612,-43,0.33203125,False,122,0.9765625,0.04,True,45,25fc3ba9df90903fc0ab1e3c67e6d7cbea0919d3
ira_0100.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0100.wav,0.9935,0.0,120,0.96875,True,120,0.96875,0.0,True,1,4d675fa2693ff6511f602305d206c90c64bd95ed
ira_0101.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0101.wav,1.3335,0.1362,0,0.5,True,122,0.9765625,0.06,True,35,5f1ce96a7ff6c2f720de420205f8cc97f34a2b6a
ira_0102.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0102.wav,1.0735,0.0735,123,0.98046875,True,125,0.98828125,0.03,True,9,d43c7ffad5d1b0d9b24cc21896d9fbc32e0168cd
ira_0103.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0103.wav,1.1935,0.1724,125,0.98828125,True,127,0.99609375,0.01,True,21,5c52387edc88049cbed9ba264912d73cef6232b0
ira_0104.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0104.wav,1.1935,0.146,33,0.62890625,True,123,0.98046875,0.05,True,21,015f1b0bf4761775b4734829b50a6681414db211
ira_0105.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0105.wav,1.2135,0.1838,-100,0.109375,False,117,0.95703125,0.01,True,23,290bbd735d563dcb30bbe6d7db9cbada1bdc6a44
ira_0106.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0106.wav,1.4535,0.1407,95,0.87109375,True,126,0.9921875,0.02,True,47,a7605599d6f5a66aeb9136b78720deb94e0554a2
ira_0107.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0107.wav,1.2735,0.1786,61,0.73828125,True,126,0.9921875,0.04,True,29,6880551fdb43020523c6da5e76442965e4feef55
ira_0108.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0108.wav,1.4735,0.1407,-38,0.3515625,False,126,0.9921875,0.0,True,49,2ae61bc44112e9ca7b1f4899cd1f8e884e558d28
ira_0109.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0109.wav,1.2735,0.1417,102,0.8984375,True,127,0.99609375,0.02,True,29,e9f14a6f1389c2f5d80bc4071a41d561899a3a7a
ira_0110.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0110.wav,1.1735,0.1735,43,0.66796875,True,126,0.9921875,0.02,True,19,f97797b1df3a57f6d49d19a4c3437a22d928554a
ira_0111.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0111.wav,1.3135,0.1915,48,0.6875,True,126,0.9921875,0.0,True,33,e1cd2acaddae1e625badcc38a6a9ddb11d8a1870
ira_0112.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0112.wav,1.3335,0.2007,17,0.56640625,True,127,0.99609375,0.01,True,35,bb9e98a6949e59cbec41e1ce77a6272c6adcda9b
ira_0113.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0113.wav,1.3935,0.1776,84,0.828125,True,126,0.9921875,0.0,True,41,8b0e4cb2fd7a763cb1991b0b42b43ad22139ce9c
ira_0114.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0114.wav,1.2935,0.1916,-6,0.4765625,True,126,0.9921875,0.0,True,31,8c1f55565f6d16a8fbd37deec652223614932514
ira_0115.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0115.wav,0.9935,0.0,126,0.9921875,True,126,0.9921875,0.0,True,1,1cc3af9f10065d92a2bda4e694f021ba4a0388f8
ira_0116.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0116.wav,0.8335,0.0,115,0.94921875,True,115,0.94921875,0.0,True,1,f0e7a6241f5acfb425bd95c35401952bb8d62630
ira_0117.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0117.wav,0.8935,0.0,123,0.98046875,True,123,0.98046875,0.0,True,1,81e8fd953be4e257812ffa610c3bb5c1910ed360
ira_0118.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0118.wav,1.2735,0.1798,120,0.96875,True,127,0.99609375,0.0,True,29,1e486c12a0b66454b4a6d27fd3c1fa17235f35eb
ira_0119.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0119.wav,1.1935,0.1935,17,0.56640625,True,127,0.99609375,0.02,True,21,75cc81f65b7757fbdd97f67de2040ef8b6202dd2
ira_0120.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0120.wav,1.1135,0.1135,120,0.96875,True,126,0.9921875,0.01,True,13,aba90818d1222790e2d5932235557d8a08d424e2
ira_0121.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0121.wav,1.0535,0.0534,126,0.9921875,True,127,0.99609375,0.01,True,7,6f0b69f7a41b664584862cd5b8601927dc52b019
ira_0122.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0122.wav,0.9735,0.0,125,0.98828125,True,125,0.98828125,0.0,True,1,66037d0600b7891a8c37c343e96127c6a84b683a
ira_0123.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0123.wav,1.2135,0.1807,119,0.96484375,True,127,0.99609375,0.03,True,23,6f9382a54d61ffbe7c214ed685d7850caba1e83d
ira_0124.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0124.wav,1.1735,0.1722,74,0.7890625,True,127,0.99609375,0.06,True,19,46771f71921f6509452f9329768808303714b909
ira_0125.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0125.wav,0.8735,0.0,126,0.9921875,True,126,0.9921875,0.0,True,1,37cec9c0e876556a647ad5c8f5d6046072125f0b
ira_0126.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0126.wav,0.9535,0.0,122,0.9765625,True,122,0.9765625,0.0,True,1,a35a9824b4f29ae379c4c04f5dbb0a6e389506a9
ira_0127.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0127.wav,1.2935,0.2555,127,0.99609375,True,127,0.99609375,0.2555,True,31,dd22ecaa67afebb04b2deb3812ad5ff9393aba1b
ira_0128.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0128.wav,1.1535,0.1535,127,0.99609375,True,127,0.99609375,0.1535,True,17,257ce269602bfcc57c4dbc0592bac6a8193b29df
ira_0129.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0129.wav,1.4935,0.3508,108,0.921875,True,125,0.98828125,0.03,True,51,0851f25101a008474f311e0e6d5724a422fde37b
ira_0130.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0130.wav,1.2135,0.1539,53,0.70703125,True,117,0.95703125,0.03,True,23,e09a2dbfe2f4ec61039c7c855ad6d1405cc54964
ira_0131.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0131.wav,1.0935,0.0935,127,0.99609375,True,127,0.99609375,0.0935,True,11,1180ef138275d802c0bb87503c39fd64c47254a1
ira_0132.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0132.wav,1.2735,0.2427,124,0.984375,True,127,0.99609375,0.1,True,29,7e38bf98d687d72b17831e927635017547a42ee0
ira_0133.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0133.wav,1.2735,0.205,122,0.9765625,True,127,0.99609375,0.16,True,29,e53ef60fd9fb0d23577369c953ff7bde8dbeb06a
