name,path,duration_s,window_offset_s,q_out,score,detected,diag_best_q,diag_best_score,diag_best_offset_s,diag_any_fire,diag_n_windows,audio_sha1
WhatsApp Audio 2026-09-06 at 11.07.39 PM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.07.39 PM (1).wav,1.2935,0.2072,-120,0.03125,False,-57,0.27734375,0.02,False,31,8a1e919b3edb63f1c3ec55d5a545eda6914355fe
WhatsApp Audio 2026-09-06 at 11.07.39 PM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.07.39 PM (2).wav,1.4735,0.2983,-111,0.06640625,False,22,0.5859375,0.11,True,49,80c9824f9c18e0287e21e173d8978ce4d2c825d3
WhatsApp Audio 2026-09-06 at 11.07.39 PM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.07.39 PM.wav,1.4335,0.3944,-111,0.06640625,False,-6,0.4765625,0.06,True,45,99de45be47ea210ac19245fe362b6cf567e79512
WhatsApp Audio 2026-09-06 at 11.07.40 PM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.07.40 PM (1).wav,1.3135,0.3135,-81,0.18359375,False,-17,0.43359375,0.15,True,33,1e9a17e4ef3c5b3d042e08d34a4457d411106911
WhatsApp Audio 2026-09-06 at 11.07.40 PM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.07.40 PM (2).wav,1.3535,0.2762,-115,0.05078125,False,-93,0.13671875,0.25,False,37,2f51b1d6b9416e5cb3938201ffd417a75af0707f
WhatsApp Audio 2026-09-06 at 11.07.40 PM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.07.40 PM.wav,1.1735,0.1735,-61,0.26171875,False,-48,0.3125,0.13,False,19,8f797d424607be4c582427c3e18671da5f76d57a
WhatsApp Audio 2026-09-06 at 11.07.41 PM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.07.41 PM (1).wav,1.2735,0.2709,-112,0.0625,False,-84,0.171875,0.24,False,29,b7a73630ee7fe8c9086bd7c6e094498b6ad66837
WhatsApp Audio 2026-09-06 at 11.07.41 PM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.07.41 PM (2).wav,1.0935,0.0922,-111,0.06640625,False,-111,0.06640625,0.0922,False,11,16e14bc083fda8d5048c976da838e0a621f6add6
WhatsApp Audio 2026-09-06 at 11.07.41 PM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.07.41 PM.wav,1.1535,0.1111,-113,0.05859375,False,-95,0.12890625,0.08,False,17,39454231db8d73cbf61272cc37f797f71c67d91a
WhatsApp Audio 2026-09-06 at 11.07.42 PM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.07.42 PM.wav,1.4335,0.1869,-77,0.19921875,False,-77,0.19921875,0.1869,False,45,94702af042939613461bf5e9896a54506da04840
WhatsApp Audio 2026-09-06 at 11.24.19 PM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.19 PM.wav,2.4335,1.0543,-106,0.0859375,False,77,0.80078125,1.04,True,145,f43a5efa7a9f8403deee6f7c81a380dccef03ef9
WhatsApp Audio 2026-09-06 at 11.24.20 PM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.20 PM (1).wav,2.3535,0.4527,127,0.99609375,True,127,0.99609375,0.4527,True,137,ef3af253bd8ba45679d32fbfd540353c696df49b
WhatsApp Audio 2026-09-06 at 11.24.20 PM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.20 PM (2).wav,2.2535,0.8079,109,0.92578125,True,127,0.99609375,0.96,True,127,c1e6862dec7c7dfa186ed457bb12b38c53a26353
WhatsApp Audio 2026-09-06 at 11.24.20 PM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.20 PM.wav,2.9335,1.6914,100,0.890625,True,123,0.98046875,1.4,True,195,c5b44d57367a5d228ead33d302e576affd769b74
WhatsApp Audio 2026-09-06 at 11.24.21 PM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.21 PM (1).wav,2.4935,1.1711,104,0.90625,True,121,0.97265625,1.3,True,151,6f3e070d09009c04fe834f76fb1ee61e1c774255
WhatsApp Audio 2026-09-06 at 11.24.21 PM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.21 PM (2).wav,1.7735,0.5389,70,0.7734375,True,111,0.93359375,0.43,True,79,64b8bd6fc096630c7cc03148f2f0fd8f12aefc26
WhatsApp Audio 2026-09-06 at 11.24.21 PM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.21 PM.wav,2.0935,0.7306,111,0.93359375,True,120,0.96875,0.93,True,111,3141be470fc170dab6cfb288ce9c639c06d98316
WhatsApp Audio 2026-09-06 at 11.24.22 PM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.22 PM (1).wav,1.6135,0.1476,-127,0.00390625,False,-122,0.0234375,0.6,False,63,7d0a08a47f24409f9e67a897307ac5c94cfd1f40
WhatsApp Audio 2026-09-06 at 11.24.22 PM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.22 PM (2).wav,1.6335,0.1816,-127,0.00390625,False,-121,0.02734375,0.63,False,65,d676ae9dd7399d0f129de5488096f60f8107f453
WhatsApp Audio 2026-09-06 at 11.24.22 PM (3).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.22 PM (3).wav,1.4335,0.2086,-126,0.0078125,False,-120,0.03125,0.03,False,45,d6fdb5f38aa5c84050e2b5875d05ad60ebb85ceb
WhatsApp Audio 2026-09-06 at 11.24.22 PM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.22 PM.wav,1.0935,0.0935,111,0.93359375,True,115,0.94921875,0.05,True,11,93b665c39ffdb92f498d19ea975bbf94444c0c3c
WhatsApp Audio 2026-09-06 at 11.24.23 PM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.23 PM (1).wav,1.5135,0.078,-127,0.00390625,False,-90,0.1484375,0.49,False,53,b685d8962639dd0f755a0e767a2d0a41ee57de99
WhatsApp Audio 2026-09-06 at 11.24.23 PM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.23 PM (2).wav,0.8335,0.0,17,0.56640625,True,17,0.56640625,0.0,True,1,d1f76499ddefacdfb25af8ac9e15281264a3abc1
WhatsApp Audio 2026-09-06 at 11.24.23 PM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.23 PM.wav,1.2335,0.2335,-126,0.0078125,False,-126,0.0078125,0.2335,False,25,be28c237814b8f221f840b2654602ae3638ed42e
WhatsApp Audio 2026-09-06 at 11.24.24 PM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.24 PM (1).wav,1.1535,0.0346,-27,0.39453125,False,57,0.72265625,0.01,True,17,0834d9201cb951f5c81a534a8f4d48bbc40a927f
WhatsApp Audio 2026-09-06 at 11.24.24 PM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.24.24 PM.wav,1.4935,0.1208,-115,0.05078125,False,-6,0.4765625,0.01,True,51,81f9b5d6e37630467740c09b144f4e9b9e910d9f
WhatsApp Audio 2026-09-06 at 11.44.27 PM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.44.27 PM (1).wav,2.0335,0.4339,126,0.9921875,True,127,0.99609375,0.17,True,105,d2e9aa1ced19d87c26e632b0b74567d484f5bca4
WhatsApp Audio 2026-09-06 at 11.44.27 PM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.44.27 PM.wav,1.8735,0.3606,122,0.9765625,True,123,0.98046875,0.36,True,89,f5aa450e984d27ad9e76ee94b721347b668ce590
WhatsApp Audio 2026-09-06 at 11.44.28 PM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.44.28 PM (1).wav,2.2335,0.7681,115,0.94921875,True,127,0.99609375,0.4,True,125,561f9d185e3f7117db8e9b4f45ce4a5b6af6fa93
WhatsApp Audio 2026-09-06 at 11.44.28 PM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.44.28 PM (2).wav,1.6535,0.2307,-22,0.4140625,True,11,0.54296875,0.22,True,67,813195c945af963a0b3f99f16c97f2b9816e8954
WhatsApp Audio 2026-09-06 at 11.44.28 PM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-06 at 11.44.28 PM.wav,2.4335,0.788,125,0.98828125,True,127,0.99609375,0.72,True,145,9c6a843e9f500882a84cb5cc4efa490a654dd3be
WhatsApp Audio 2026-09-07 at 1.09.51 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.51 AM.wav,2.0935,0.9573,-122,0.0234375,False,-17,0.43359375,0.03,True,111,d1dea3ee1a51db7224d120789dbf4a876aa9b093
WhatsApp Audio 2026-09-07 at 1.09.52 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.52 AM (1).wav,1.4935,0.3854,-66,0.2421875,False,38,0.6484375,0.41,True,51,2cd5c163f6c6c8a247421118a50dd2bf14d34e3d
WhatsApp Audio 2026-09-07 at 1.09.52 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.52 AM (2).wav,2.5135,1.3149,-104,0.09375,False,106,0.9140625,0.0,True,153,552f4b4816036280824cfab76bb35d44b45bbf9f
WhatsApp Audio 2026-09-07 at 1.09.52 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.52 AM.wav,1.5135,0.4142,-33,0.37109375,False,48,0.6875,0.06,True,53,528c707baaa27ed4e9b2f20a1528c7b8bb707c06
WhatsApp Audio 2026-09-07 at 1.09.53 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.53 AM (1).wav,1.2135,0.2132,-123,0.01953125,False,-84,0.171875,0.03,False,23,0e761ce2e89589b038d54abe0b8756135dcbb7ac
WhatsApp Audio 2026-09-07 at 1.09.53 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.53 AM (2).wav,1.0535,0.0535,-33,0.37109375,False,77,0.80078125,0.04,True,7,0ac66b8a3e7f6c902043199310bc1bd3214a281d
WhatsApp Audio 2026-09-07 at 1.09.53 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.53 AM.wav,1.2935,0.2924,-109,0.07421875,False,-102,0.1015625,0.28,False,31,72f602c2fd49d299ff415440e2177d8a029dba9c
WhatsApp Audio 2026-09-07 at 1.09.54 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.54 AM (1).wav,1.0935,0.0935,-43,0.33203125,False,57,0.72265625,0.07,True,11,5de7caf2433cd7400f3b562e3ea6d86c333fc04a
WhatsApp Audio 2026-09-07 at 1.09.54 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.54 AM (2).wav,1.2735,0.2734,-98,0.1171875,False,53,0.70703125,0.05,True,29,9121f198351a087a681fc0b916ae1165a6134ba5
WhatsApp Audio 2026-09-07 at 1.09.54 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.54 AM.wav,1.0335,0.0335,90,0.8515625,True,108,0.921875,0.03,True,5,9b033fc73a6b4adecbb09c2e99f8312196eb8f73
WhatsApp Audio 2026-09-07 at 1.09.55 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.55 AM (1).wav,1.0335,0.0335,121,0.97265625,True,122,0.9765625,0.02,True,5,42ea4b50dd0c5504fd4686b889a37b34c4ad097b
WhatsApp Audio 2026-09-07 at 1.09.55 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.55 AM (2).wav,1.0935,0.0935,114,0.9453125,True,122,0.9765625,0.03,True,11,2477a24bf182274e3f596bac04f975b7f66fff5a
WhatsApp Audio 2026-09-07 at 1.09.55 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.55 AM.wav,1.1335,0.1335,-116,0.046875,False,-43,0.33203125,0.02,False,15,31e75c31ce14c74c0aa659803d600618a5a1a76f
WhatsApp Audio 2026-09-07 at 1.09.56 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.56 AM (1).wav,1.0535,0.0535,100,0.890625,True,113,0.94140625,0.03,True,7,4dd1ce3c9895bd9f759e86fdf7f946acbecc97d2
WhatsApp Audio 2026-09-07 at 1.09.56 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.56 AM (2).wav,1.1735,0.1735,-93,0.13671875,False,108,0.921875,0.08,True,19,b0a69b33c558591c57683cbb2146dd2998750eca
WhatsApp Audio 2026-09-07 at 1.09.56 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.56 AM.wav,1.0535,0.0535,102,0.8984375,True,112,0.9375,0.04,True,7,bd0d0497c8dca5cd900b3a5299145ae8a82a019b
WhatsApp Audio 2026-09-07 at 1.09.57 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.57 AM (1).wav,1.5935,0.4714,-84,0.171875,False,119,0.96484375,0.06,True,61,c74cc6c1c03e2bebe5dcf27cf4e2c31442d74d66
WhatsApp Audio 2026-09-07 at 1.09.57 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.57 AM (2).wav,1.5735,0.4438,-93,0.13671875,False,11,0.54296875,0.04,True,59,606681ec2d8424bda490c166f60757c432877f18
WhatsApp Audio 2026-09-07 at 1.09.57 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.57 AM.wav,1.2935,0.2703,-120,0.03125,False,93,0.86328125,0.03,True,31,36f01d08203626017f97f7108be1461328c6e947
WhatsApp Audio 2026-09-07 at 1.09.58 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.58 AM (1).wav,0.9935,0.0,11,0.54296875,True,11,0.54296875,0.0,True,1,3134e64f2e3a2deeb6b077be7b107f99b395b6eb
WhatsApp Audio 2026-09-07 at 1.09.58 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.58 AM (2).wav,1.1735,0.1731,74,0.7890625,True,121,0.97265625,0.03,True,19,84b68881a7c6bb9c2611b9eb5dd8f71e32aa6816
WhatsApp Audio 2026-09-07 at 1.09.58 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.58 AM.wav,0.9735,0.0,53,0.70703125,True,53,0.70703125,0.0,True,1,3bc8e979fbb4b2d929018982f0f79f67ba5dbd58
WhatsApp Audio 2026-09-07 at 1.09.59 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.59 AM (1).wav,1.0535,0.0535,118,0.9609375,True,123,0.98046875,0.02,True,7,1fdd5f905edbee5514877b3390587630b4151aa1
WhatsApp Audio 2026-09-07 at 1.09.59 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.59 AM (2).wav,1.3335,0.3161,-57,0.27734375,False,125,0.98828125,0.04,True,35,4f3dc569086e0a929aeeea86e714faebd1290e6b
WhatsApp Audio 2026-09-07 at 1.09.59 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.09.59 AM.wav,1.1535,0.1535,-125,0.01171875,False,113,0.94140625,0.02,True,17,d8a3dd0e051cb170d5bcc05ea5018d960b3dc442
WhatsApp Audio 2026-09-07 at 1.10.00 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.00 AM (1).wav,1.1535,0.1535,106,0.9140625,True,125,0.98828125,0.04,True,17,eae4c4d3b6f42b5e93d6453375290bca7eff944f
WhatsApp Audio 2026-09-07 at 1.10.00 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.00 AM (2).wav,1.3535,0.2406,-74,0.2109375,False,122,0.9765625,0.04,True,37,3487e9e0cdc0ace456273c828780d747f9236234
WhatsApp Audio 2026-09-07 at 1.10.00 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.00 AM.wav,1.1335,0.1335,118,0.9609375,True,122,0.9765625,0.04,True,15,e97d865242021dfa086d1d7034357883e9d20983
WhatsApp Audio 2026-09-07 at 1.10.01 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.01 AM (1).wav,1.3535,0.3535,-115,0.05078125,False,120,0.96875,0.06,True,37,7df6314e095fe4a34d0c3744f7059831d3172bee
WhatsApp Audio 2026-09-07 at 1.10.01 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.01 AM (2).wav,0.9935,0.0,124,0.984375,True,124,0.984375,0.0,True,1,de75ef30dee8126eaaa7686e059820ab8e8c3b28
WhatsApp Audio 2026-09-07 at 1.10.01 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.01 AM.wav,1.1935,0.1935,-102,0.1015625,False,120,0.96875,0.03,True,21,04a94f2e4de92239ab371483129d4bd863596705
WhatsApp Audio 2026-09-07 at 1.10.02 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.02 AM (1).wav,1.0935,0.0935,124,0.984375,True,126,0.9921875,0.01,True,11,474c3ed8c20ee187bb049a8421b550eb0065e877
WhatsApp Audio 2026-09-07 at 1.10.02 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.02 AM (2).wav,0.9135,0.0,104,0.90625,True,104,0.90625,0.0,True,1,78555ae14590b7b27ad79c23666df2931c850aab
WhatsApp Audio 2026-09-07 at 1.10.02 AM (3).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.02 AM (3).wav,1.2735,0.2258,-98,0.1171875,False,119,0.96484375,0.02,True,29,8c0d4297565f57439af5d4d5866dc7915a4e5dd2
WhatsApp Audio 2026-09-07 at 1.10.02 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.02 AM.wav,1.0735,0.0735,117,0.95703125,True,124,0.984375,0.04,True,9,b3f4878d3c214a5581a375655675ba1be809926c
WhatsApp Audio 2026-09-07 at 1.10.03 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.03 AM (1).wav,1.0935,0.0935,120,0.96875,True,126,0.9921875,0.02,True,11,008cbdb9a44fb5e8386e68d8cabe36be42fc5b6b
WhatsApp Audio 2026-09-07 at 1.10.03 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.03 AM (2).wav,1.0135,0.0135,127,0.99609375,True,127,0.99609375,0.0135,True,3,f556e217f085ac0e9bd9cea2bb6c68ebb46cdaff
WhatsApp Audio 2026-09-07 at 1.10.03 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.03 AM.wav,1.2135,0.2033,-48,0.3125,False,123,0.98046875,0.04,True,23,b6856b0e286cf2bcae03adc9d7b1a69841ec872d
WhatsApp Audio 2026-09-07 at 1.10.04 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.04 AM (1).wav,1.1535,0.1535,22,0.5859375,True,125,0.98828125,0.05,True,17,25a5bb111caf39e044197a88966d2b2255792af2
WhatsApp Audio 2026-09-07 at 1.10.04 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.04 AM (2).wav,1.0335,0.0335,113,0.94140625,True,113,0.94140625,0.0335,True,5,0199af0c734027b1acced93867944781d25ddb7a
WhatsApp Audio 2026-09-07 at 1.10.04 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.10.04 AM.wav,1.1335,0.1335,104,0.90625,True,126,0.9921875,0.02,True,15,29b7d9b173ae15221d9f5bfdf955a78b685e9915
WhatsApp Audio 2026-09-07 at 1.14.10 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.14.10 AM (1).wav,1.1135,0.1135,74,0.7890625,True,121,0.97265625,0.02,True,13,7c78412651a3901214780152814359d8082d598c
WhatsApp Audio 2026-09-07 at 1.14.10 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.14.10 AM.wav,1.1935,0.1935,-87,0.16015625,False,116,0.953125,0.03,True,21,e2c794ef3f227d979d84de34b8f3c30513eae5a3
WhatsApp Audio 2026-09-07 at 1.14.11 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.14.11 AM (1).wav,1.4135,0.1911,-6,0.4765625,True,113,0.94140625,0.03,True,43,29fe22084d4fa45644df82df8c7f713293e9482a
WhatsApp Audio 2026-09-07 at 1.14.11 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.14.11 AM (2).wav,0.9735,0.0,106,0.9140625,True,106,0.9140625,0.0,True,1,fe3d31f27aaf514f6740af1885e1cadc9f1146f5
WhatsApp Audio 2026-09-07 at 1.14.11 AM.wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.14.11 AM.wav,1.0535,0.0535,104,0.90625,True,117,0.95703125,0.03,True,7,bc45b63072f77d90b8cd06f4d0282aefc1985493
WhatsApp Audio 2026-09-07 at 1.14.12 AM (1).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.14.12 AM (1).wav,1.3335,0.1863,-111,0.06640625,False,108,0.921875,0.05,True,35,b7c89c7432ecffc4b5ebe21aa1c4d7037b245d4e
WhatsApp Audio 2026-09-07 at 1.14.12 AM (2).wav,D:\SIH\ira-wakeword\today ira wav\today ira wav\WhatsApp Audio 2026-09-07 at 1.14.12 AM (2).wav,1.2535,0.2379,-43,0.33203125,False,124,0.984375,0.04,True,27,6f582634659bf0329a6274ed26fce33f83b353ad
