filename,full_path,original_name,session,duration_s,max_q_out_10ms,max_score_10ms,t_max_score_10ms,max_q_out_100ms,max_score_100ms,rms,peak,clipped_samples,clipped_pct,silence_before_s,silence_after_s,active_dur_s,active_rms,crest_factor,LABEL_correct_ira,LABEL_pronunciation_variation,LABEL_unclear_mumbled,LABEL_corrupted_clipped,LABEL_wrong_word,LABEL_multiple_words_speech,LABEL_other,REVIEWER_NOTES
ira_0195.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0195.wav,WhatsApp Audio 2026-09-06 at 11.07.40 PM.wav,S07,1.1735,-48,0.3125,0.13,-61,0.26171875,0.07176150444897086,0.43768310546875,0,0.0,0.3379375,0.216125,0.6194375,0.09876957428781569,6.099135028307323,,,,,,,,
ira_0454.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0454.wav,WhatsApp Audio 2026-09-07 at 1.21.33 AM (1).wav,S19,0.9935,-53,0.29296875,0.0,-53,0.29296875,0.1500340654507471,0.735443115234375,0,0.0,0.2543125,0.000125,0.7390625,0.17395242380517528,4.901840878768994,,,,,,,,
ira_0539.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0539.wav,WhatsApp Audio 2026-09-07 at 12.04.13 AM (1).wav,S12,1.9935,-53,0.29296875,0.01,-70,0.2265625,0.062499192473173044,0.349700927734375,0,0.0,0.1591875,0.34875,1.4855625,0.07239960753932963,5.595287137261486,,,,,,,,
ira_0556.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0556.wav,WhatsApp Audio 2026-09-07 at 12.24.58 AM.wav,S13,1.6935,-53,0.29296875,0.6935,-53,0.29296875,0.08745104966327143,0.761474609375,0,0.0,0.1591875,0.074625,1.4596875,0.09419472171865001,8.707438187500816,,,,,,,,
ira_0687.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0687.wav,WhatsApp Audio 2026-09-07 at 12.53.27 AM (3).wav,S16,1.3335,-53,0.29296875,0.21,-66,0.2421875,0.05302048761571949,0.465087890625,0,0.0,0.6699375,0.2069375,0.456625,0.09060499406354354,8.77185238272141,,,,,,,,
ira_0190.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0190.wav,WhatsApp Audio 2026-09-06 at 11.07.39 PM (1).wav,S07,1.2935,-57,0.27734375,0.02,-70,0.2265625,0.07567518926760854,0.390380859375,0,0.0,0.21025,0.461,0.62225,0.10910391779871795,5.158637370492786,,,,,,,,
ira_0251.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0251.wav,WhatsApp Ptt 2026-09-06 at 11.26.01 PM.wav,S08,1.0535,-61,0.26171875,0.0,-61,0.26171875,0.09050625835985383,0.673583984375,0,0.0,0.156625,0.0,0.896875,0.09809105672555901,7.4424022888762345,,,,,,,,
ira_0368.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0368.wav,WhatsApp Ptt 2026-09-06 at 11.37.15 PM.wav,S09,0.9735,-61,0.26171875,0.0,-61,0.26171875,0.2036504634889697,0.999969482421875,6,0.038520801232665644,0.16725,0.0,0.80625,0.22377812407126965,4.910224436960519,,,,,,,,
ira_0018.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0018.wav,WhatsApp Ptt 2026-09-06 at 10.14.53 PM.wav,S01,1.2535,-66,0.2421875,0.01,-98,0.1171875,0.1518916736543176,0.963958740234375,0,0.0,0.1579375,0.0019375,1.093625,0.1626153258284962,6.346356696471716,,,,,,,,
ira_0365.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0365.wav,WhatsApp Ptt 2026-09-06 at 11.36.35 PM.wav,S09,0.9335,-66,0.2421875,0.0,-66,0.2421875,0.1149187009979794,0.9044189453125,0,0.0,0.0328125,0.0005,0.9001875,0.11702557727957114,7.87007630140548,,,,,,,,
ira_0693.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0693.wav,WhatsApp Audio 2026-09-07 at 12.53.29 AM (2).wav,S16,1.3335,-66,0.2421875,0.3,-66,0.2421875,0.04643596833939396,0.462982177734375,0,0.0,0.3638125,0.0,0.9696875,0.05445444577078841,9.97033537344378,,,,,,,,
ira_0240.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0240.wav,WhatsApp Ptt 2026-09-06 at 11.09.51 PM.wav,S07,1.1735,-77,0.19921875,0.01,-81,0.18359375,0.19052155540042923,0.954681396484375,0,0.0,0.03,0.0005,1.143,0.1930464975297809,5.010883910105975,,,,,,,,
ira_0748.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0748.wav,WhatsApp Audio 2026-09-07 at 12.53.46 AM.wav,S16,1.2735,-77,0.19921875,0.26,-84,0.171875,0.07167345530334428,0.436676025390625,0,0.0,0.7859375,0.0046875,0.482875,0.11639618844856875,6.092576722337115,,,,,,,,
ira_0196.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0196.wav,WhatsApp Audio 2026-09-06 at 11.07.41 PM (1).wav,S07,1.2735,-84,0.171875,0.24,-104,0.09375,0.08807235503075324,0.460052490234375,0,0.0,0.450375,0.16675,0.656375,0.12267315124392619,5.223574299491971,,,,,,,,
ira_0199.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0199.wav,WhatsApp Audio 2026-09-06 at 11.07.42 PM.wav,S07,1.4335,-84,0.171875,0.26,-90,0.1484375,0.07592129089990367,0.349090576171875,0,0.0,0.484375,0.37975,0.569375,0.12046156287438374,4.598059016569197,,,,,,,,
ira_0393.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0393.wav,WhatsApp Audio 2026-09-07 at 1.09.53 AM (1).wav,S17,1.2135,-84,0.171875,0.03,-119,0.03515625,0.08708433044365112,0.77630615234375,0,0.0,0.4398125,0.058,0.7156875,0.11339373097742689,8.914418338969346,,,,,,,,
ira_0750.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0750.wav,WhatsApp Audio 2026-09-07 at 12.53.47 AM (2).wav,S16,0.9735,-84,0.171875,0.0,-84,0.171875,0.05515339389905278,0.65966796875,0,0.0,0.0408125,0.0008125,0.931875,0.056371649587169115,11.960605179753577,,,,,,,,
ira_0753.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0753.wav,WhatsApp Audio 2026-09-07 at 12.53.48 AM (2).wav,S16,0.9535,-84,0.171875,0.0,-84,0.171875,0.10507420408226328,0.68280029296875,0,0.0,0.03525,6.25e-05,0.9181875,0.10707550485810209,6.498267571307808,,,,,,,,
ira_0180.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0180.wav,WhatsApp Audio 2026-09-06 at 11.07.35 PM.wav,S07,1.5535,-87,0.16015625,0.52,-109,0.07421875,0.07699131121710025,0.423095703125,0,0.0,0.9301875,0.12575,0.4975625,0.13603809091538413,5.495369496071497,,,,,,,,
ira_0642.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0642.wav,WhatsApp Audio 2026-09-07 at 12.48.59 AM.wav,S15,1.2335,-87,0.16015625,0.2335,-87,0.16015625,0.03554877725248551,0.25714111328125,0,0.0,0.03,0.24025,0.96325,0.040227644485033257,7.233472798653606,,,,,,,,
ira_0685.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0685.wav,WhatsApp Audio 2026-09-07 at 12.53.27 AM (1).wav,S16,1.2535,-87,0.16015625,0.2,-87,0.16015625,0.05714317463650539,0.445098876953125,0,0.0,0.5878125,0.2080625,0.457625,0.0945729680148035,7.789187068874849,,,,,,,,
ira_0211.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0211.wav,WhatsApp Audio 2026-09-06 at 11.24.23 PM (1).wav,S08,1.5135,-90,0.1484375,0.49,-100,0.109375,0.17531796324883323,0.977325439453125,0,0.0,0.0891875,0.493625,0.9306875,0.22356793173320605,5.574588144547301,,,,,,,,
ira_0194.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0194.wav,WhatsApp Audio 2026-09-06 at 11.07.40 PM (2).wav,S07,1.3535,-93,0.13671875,0.25,-106,0.0859375,0.06632053184803237,0.465484619140625,0,0.0,0.504375,0.22925,0.619875,0.0979962813896737,7.018710588860201,,,,,,,,
ira_0198.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0198.wav,WhatsApp Audio 2026-09-06 at 11.07.41 PM.wav,S07,1.1535,-95,0.12890625,0.08,-95,0.12890625,0.07635625734724853,0.385589599609375,0,0.0,0.398875,0.1898125,0.5648125,0.1091161811723477,5.04987558329127,,,,,,,,
ira_0183.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0183.wav,WhatsApp Audio 2026-09-06 at 11.07.36 PM.wav,S07,1.0935,-98,0.1171875,0.09,-113,0.05859375,0.09693364036909738,0.49896240234375,0,0.0,0.31625,0.27925,0.498,0.14363593331521354,5.1474637746383465,,,,,,,,
ira_0694.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0694.wav,WhatsApp Audio 2026-09-07 at 12.53.29 AM.wav,S16,1.1135,-98,0.1171875,0.06,-111,0.06640625,0.06177636981698502,0.466339111328125,0,0.0,0.70275,0.0,0.41075,0.10171330066539677,7.548826723060507,,,,,,,,
ira_0779.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0779.wav,WhatsApp Audio 2026-09-07 at 12.54.19 AM (2).wav,S16,0.9735,-100,0.109375,0.0,-100,0.109375,0.04332834496599217,0.23553466796875,0,0.0,0.0300625,0.0,0.9434375,0.04401325554222679,5.436041190902121,,,,,,,,
ira_0395.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0395.wav,WhatsApp Audio 2026-09-07 at 1.09.53 AM.wav,S17,1.2935,-102,0.1015625,0.28,-109,0.07421875,0.10622303510664377,0.88916015625,0,0.0,0.507625,0.0505625,0.7353125,0.140883183405989,8.37069055085197,,,,,,,,
ira_0757.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0757.wav,WhatsApp Audio 2026-09-07 at 12.53.49 AM.wav,S16,0.9935,-112,0.0625,0.0,-112,0.0625,0.06692189892679162,0.449462890625,0,0.0,0.034875,0.000875,0.95775,0.06815941432590118,6.716230379485859,,,,,,,,
ira_0197.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0197.wav,WhatsApp Audio 2026-09-06 at 11.07.41 PM (2).wav,S07,1.0935,-115,0.05078125,0.01,-116,0.046875,0.0922500736777001,0.4244384765625,0,0.0,0.3310625,0.145625,0.6168125,0.12282588038012457,4.600955420863808,,,,,,,,
ira_0682.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0682.wav,WhatsApp Audio 2026-09-07 at 12.53.25 AM.wav,S16,1.3335,-117,0.04296875,0.05,-120,0.03125,0.1500923754042347,1.0,4,0.018747656542932135,0.0305,0.0003125,1.3026875,0.15185704482429335,6.662563619949118,,,,,,,,
ira_0692.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0692.wav,WhatsApp Audio 2026-09-07 at 12.53.29 AM (1).wav,S16,1.3735,-118,0.0390625,0.24,-120,0.03125,0.04523290202528779,0.45782470703125,0,0.0,0.322375,0.0,1.051125,0.05170606207839012,10.121497550064324,,,,,,,,
ira_0209.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0209.wav,WhatsApp Audio 2026-09-06 at 11.24.22 PM (3).wav,S08,1.4335,-120,0.03125,0.03,-124,0.015625,0.056177633662030414,0.473968505859375,0,0.0,0.2936875,0.0350625,1.10475,0.0639919374041619,8.436961028134634,,,,,,,,
ira_0640.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0640.wav,WhatsApp Audio 2026-09-07 at 12.48.59 AM (1).wav,S15,1.2135,-120,0.03125,0.0,-120,0.03125,0.09384818567734336,0.616668701171875,0,0.0,0.0513125,0.0,1.1621875,0.09589742305974673,6.570917665814289,,,,,,,,
ira_0208.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0208.wav,WhatsApp Audio 2026-09-06 at 11.24.22 PM (2).wav,S08,1.6335,-121,0.02734375,0.63,-124,0.015625,0.04366570655241223,0.3822021484375,0,0.0,0.185875,0.6871875,0.7604375,0.06399714876778778,8.75291340994884,,,,,,,,
ira_0207.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0207.wav,WhatsApp Audio 2026-09-06 at 11.24.22 PM (1).wav,S08,1.6135,-122,0.0234375,0.6,-122,0.0234375,0.07692130006325132,0.51129150390625,0,0.0,0.1869375,0.508625,0.9179375,0.10198182911024206,6.646943089701059,,,,,,,,
ira_0213.wav,D:\SIH\ira-wakeword\ira words\ira words\ira_0213.wav,WhatsApp Audio 2026-09-06 at 11.24.23 PM.wav,S08,1.2335,-126,0.0078125,0.2335,-126,0.0078125,0.05371940152115317,0.2437744140625,0,0.0,0.23575,0.0001875,0.9975625,0.0597347895324813,4.537921256745732,,,,,,,,
